nom,SIREN,COG,type,code_departement,code_departement_3digits,code_region,population
L'Abergement-Clémenciat,210100012,01001,COM,01,001,84,794
L'Abergement-de-Varey,210100020,01002,COM,01,001,84,249
Ambérieu-en-Bugey,210100046,01004,COM,01,001,84,14428
Ambérieux-en-Dombes,210100053,01005,COM,01,001,84,1723
Ambléon,210100061,01006,COM,01,001,84,117
Ambronay,210100079,01007,COM,01,001,84,2841
Ambutrix,210100087,01008,COM,01,001,84,767
Andert-et-Condon,210100095,01009,COM,01,001,84,339
Anglefort,210100103,01010,COM,01,001,84,1132
Apremont,210100111,01011,COM,01,001,84,387
Aranc,210100129,01012,COM,01,001,84,330
Arandas,210100137,01013,COM,01,001,84,148
Arbent,210100145,01014,COM,01,001,84,3459
Arboys en Bugey,200053668,01015,COM,01,001,84,661
Arbigny,210100160,01016,COM,01,001,84,468
Argis,210100178,01017,COM,01,001,84,458
Armix,210100194,01019,COM,01,001,84,29
Ars-sur-Formans,210100210,01021,COM,01,001,84,1438
Artemare,210100228,01022,COM,01,001,84,1255
Asnières-sur-Saône,210100236,01023,COM,01,001,84,66
Attignat,210100244,01024,COM,01,001,84,3275
Bâgé-Dommartin,200077220,01025,COM,01,001,84,4200
Bâgé-le-Châtel,210100269,01026,COM,01,001,84,983
Balan,210100277,01027,COM,01,001,84,2741
Baneins,210100285,01028,COM,01,001,84,611
Beaupont,210100293,01029,COM,01,001,84,697
Beauregard,210100301,01030,COM,01,001,84,880
Bellignat,210100319,01031,COM,01,001,84,3859
Béligneux,210100327,01032,COM,01,001,84,3362
Valserhône,200083863,01033,COM,01,001,84,16804
Belley,210100343,01034,COM,01,001,84,9499
Belleydoux,210100350,01035,COM,01,001,84,322
Valromey-sur-Séran,200086411,01036,COM,01,001,84,1329
Bénonces,210100376,01037,COM,01,001,84,302
Bény,210100384,01038,COM,01,001,84,777
Béon,210100392,01039,COM,01,001,84,462
Béréziat,210100400,01040,COM,01,001,84,501
Bettant,210100418,01041,COM,01,001,84,769
Bey,210100426,01042,COM,01,001,84,293
Beynost,210100434,01043,COM,01,001,84,4721
Billiat,210100442,01044,COM,01,001,84,637
Birieux,210100459,01045,COM,01,001,84,287
Biziat,210100467,01046,COM,01,001,84,885
Blyes,210100475,01047,COM,01,001,84,1032
La Boisse,210100491,01049,COM,01,001,84,3267
Boissey,210100509,01050,COM,01,001,84,342
Bolozon,210100517,01051,COM,01,001,84,90
Bouligneux,210100525,01052,COM,01,001,84,334
Bourg-en-Bresse,210100533,01053,COM,01,001,84,43306
Bourg-Saint-Christophe,210100541,01054,COM,01,001,84,1395
Boyeux-Saint-Jérôme,210100566,01056,COM,01,001,84,351
Boz,210100574,01057,COM,01,001,84,519
Brégnier-Cordon,210100582,01058,COM,01,001,84,852
Brénod,210100608,01060,COM,01,001,84,530
Brens,210100616,01061,COM,01,001,84,1193
Bressolles,210100624,01062,COM,01,001,84,931
Brion,210100632,01063,COM,01,001,84,528
Briord,210100640,01064,COM,01,001,84,1026
Buellas,210100657,01065,COM,01,001,84,1845
La Burbanche,210100665,01066,COM,01,001,84,78
Ceignes,210100673,01067,COM,01,001,84,267
Cerdon,210100681,01068,COM,01,001,84,797
Certines,210100699,01069,COM,01,001,84,1557
Cessy,210100715,01071,COM,01,001,84,4972
Ceyzériat,210100723,01072,COM,01,001,84,3218
Ceyzérieu,210100731,01073,COM,01,001,84,1033
Chalamont,210100749,01074,COM,01,001,84,2484
Chaleins,210100756,01075,COM,01,001,84,1376
Chaley,210100764,01076,COM,01,001,84,133
Challes-la-Montagne,210100772,01077,COM,01,001,84,197
Challex,210100780,01078,COM,01,001,84,1498
Champagne-en-Valromey,210100798,01079,COM,01,001,84,851
Champdor-Corcelles,200056695,01080,COM,01,001,84,665
Champfromier,210100814,01081,COM,01,001,84,750
Chanay,210100822,01082,COM,01,001,84,639
Chaneins,210100830,01083,COM,01,001,84,925
Chanoz-Châtenay,210100848,01084,COM,01,001,84,861
La Chapelle-du-Châtelard,210100855,01085,COM,01,001,84,393
Charix,210100871,01087,COM,01,001,84,295
Charnoz-sur-Ain,210100889,01088,COM,01,001,84,940
Château-Gaillard,210100897,01089,COM,01,001,84,2187
Châtenay,210100905,01090,COM,01,001,84,345
Châtillon-la-Palud,210100921,01092,COM,01,001,84,1652
Châtillon-sur-Chalaronne,210100939,01093,COM,01,001,84,5060
Chavannes-sur-Reyssouze,210100947,01094,COM,01,001,84,765
Nivigne et Suran,200062537,01095,COM,01,001,84,825
Chaveyriat,210100962,01096,COM,01,001,84,1037
Chazey-Bons,200063121,01098,COM,01,001,84,1148
Chazey-sur-Ain,210100996,01099,COM,01,001,84,1551
Cheignieu-la-Balme,210101002,01100,COM,01,001,84,138
Chevillard,210101010,01101,COM,01,001,84,160
Chevroux,210101028,01102,COM,01,001,84,967
Chevry,210101036,01103,COM,01,001,84,1852
Chézery-Forens,210101044,01104,COM,01,001,84,478
Civrieux,210101051,01105,COM,01,001,84,1736
Cize,210101069,01106,COM,01,001,84,181
Cleyzieu,210101077,01107,COM,01,001,84,140
Coligny,210101085,01108,COM,01,001,84,1206
Collonges,210101093,01109,COM,01,001,84,2265
Colomieu,210101101,01110,COM,01,001,84,142
Conand,210101119,01111,COM,01,001,84,125
Condamine,210101127,01112,COM,01,001,84,448
Condeissiat,210101135,01113,COM,01,001,84,835
Confort,210101143,01114,COM,01,001,84,660
Confrançon,210101150,01115,COM,01,001,84,1365
Contrevoz,210101168,01116,COM,01,001,84,510
Conzieu,210101176,01117,COM,01,001,84,150
Corbonod,210101184,01118,COM,01,001,84,1297
Corlier,210101218,01121,COM,01,001,84,115
Cormoranche-sur-Saône,210101234,01123,COM,01,001,84,1175
Cormoz,210101242,01124,COM,01,001,84,679
Corveissiat,210101259,01125,COM,01,001,84,634
Courmangoux,210101275,01127,COM,01,001,84,516
Courtes,210101283,01128,COM,01,001,84,315
Crans,210101291,01129,COM,01,001,84,270
Bresse Vallons,200086965,01130,COM,01,001,84,2327
Cressin-Rochefort,210101333,01133,COM,01,001,84,403
Crottet,210101341,01134,COM,01,001,84,1777
Crozet,210101358,01135,COM,01,001,84,2201
Cruzilles-lès-Mépillat,210101366,01136,COM,01,001,84,888
Culoz,210101382,01138,COM,01,001,84,3082
Curciat-Dongalon,210101390,01139,COM,01,001,84,445
Curtafond,210101408,01140,COM,01,001,84,789
Cuzieu,210101416,01141,COM,01,001,84,463
Dagneux,210101424,01142,COM,01,001,84,4772
Divonne-les-Bains,210101432,01143,COM,01,001,84,9878
Dompierre-sur-Veyle,210101457,01145,COM,01,001,84,1187
Dompierre-sur-Chalaronne,210101465,01146,COM,01,001,84,445
Domsure,210101473,01147,COM,01,001,84,489
Dortan,210101481,01148,COM,01,001,84,1890
Douvres,210101499,01149,COM,01,001,84,1067
Drom,210101507,01150,COM,01,001,84,221
Druillat,210101515,01151,COM,01,001,84,1178
Échallon,210101523,01152,COM,01,001,84,777
Échenevex,210101531,01153,COM,01,001,84,2205
Évosges,210101556,01155,COM,01,001,84,147
Faramans,210101564,01156,COM,01,001,84,818
Fareins,210101572,01157,COM,01,001,84,2246
Farges,210101580,01158,COM,01,001,84,1049
Feillens,210101598,01159,COM,01,001,84,3360
Ferney-Voltaire,210101606,01160,COM,01,001,84,9928
Flaxieu,210101622,01162,COM,01,001,84,71
Foissiat,210101630,01163,COM,01,001,84,2124
Francheleins,210101655,01165,COM,01,001,84,1643
Frans,210101663,01166,COM,01,001,84,2407
Garnerans,210101671,01167,COM,01,001,84,672
Genouilleux,210101697,01169,COM,01,001,84,632
Béard-Géovreissiat,210101705,01170,COM,01,001,84,1079
Géovreisset,210101713,01171,COM,01,001,84,917
Gex,210101739,01173,COM,01,001,84,13375
Giron,210101747,01174,COM,01,001,84,187
Gorrevod,210101754,01175,COM,01,001,84,860
Grand-Corent,210101770,01177,COM,01,001,84,183
Grièges,210101796,01179,COM,01,001,84,1928
Grilly,210101804,01180,COM,01,001,84,853
Groissiat,210101812,01181,COM,01,001,84,1281
Guéreins,210101838,01183,COM,01,001,84,1477
Hautecourt-Romanèche,210101846,01184,COM,01,001,84,797
Plateau d'Hauteville,200086122,01185,COM,01,001,84,5031
Haut Valromey,200053676,01187,COM,01,001,84,691
Illiat,210101887,01188,COM,01,001,84,644
Injoux-Génissiat,210101895,01189,COM,01,001,84,1162
Innimond,210101903,01190,COM,01,001,84,92
Izenave,210101911,01191,COM,01,001,84,160
Izernore,210101929,01192,COM,01,001,84,2309
Izieu,210101937,01193,COM,01,001,84,242
Jassans-Riottier,210101945,01194,COM,01,001,84,6458
Jasseron,210101952,01195,COM,01,001,84,1807
Jayat,210101960,01196,COM,01,001,84,1194
Journans,210101978,01197,COM,01,001,84,369
Joyeux,210101986,01198,COM,01,001,84,274
Jujurieux,210101994,01199,COM,01,001,84,2200
Labalme,210102000,01200,COM,01,001,84,212
Lagnieu,210102026,01202,COM,01,001,84,7289
Laiz,210102034,01203,COM,01,001,84,1251
Le Poizat-Lalleyriat,200053395,01204,COM,01,001,84,735
Lantenay,210102067,01206,COM,01,001,84,283
Lapeyrouse,210102075,01207,COM,01,001,84,328
Lavours,210102083,01208,COM,01,001,84,130
Léaz,210102091,01209,COM,01,001,84,754
Lélex,210102109,01210,COM,01,001,84,231
Lent,210102117,01211,COM,01,001,84,1439
Lescheroux,210102125,01212,COM,01,001,84,743
Leyment,210102133,01213,COM,01,001,84,1332
Leyssard,210102141,01214,COM,01,001,84,156
Surjoux-Lhopital,200085306,01215,COM,01,001,84,134
Lhuis,210102166,01216,COM,01,001,84,910
Lompnas,210102190,01219,COM,01,001,84,171
Loyettes,210102240,01224,COM,01,001,84,3176
Lurcy,210102257,01225,COM,01,001,84,393
Magnieu,200084978,01227,COM,01,001,84,657
Maillat,210102281,01228,COM,01,001,84,648
Malafretaz,210102299,01229,COM,01,001,84,1240
Mantenay-Montlin,210102307,01230,COM,01,001,84,320
Manziat,210102315,01231,COM,01,001,84,2012
Marboz,210102323,01232,COM,01,001,84,2291
Marchamp,210102331,01233,COM,01,001,84,134
Marignieu,210102349,01234,COM,01,001,84,175
Marlieux,210102356,01235,COM,01,001,84,1207
Marsonnas,210102364,01236,COM,01,001,84,1019
Martignat,210102372,01237,COM,01,001,84,1720
Massieux,210102380,01238,COM,01,001,84,2650
Massignieu-de-Rives,210102398,01239,COM,01,001,84,628
Matafelon-Granges,210102406,01240,COM,01,001,84,658
Meillonnas,210102414,01241,COM,01,001,84,1368
Mérignat,210102422,01242,COM,01,001,84,134
Messimy-sur-Saône,210102430,01243,COM,01,001,84,1256
Meximieux,210102448,01244,COM,01,001,84,7871
Bohas-Meyriat-Rignat,210102455,01245,COM,01,001,84,934
Mézériat,210102463,01246,COM,01,001,84,2209
Mijoux,210102471,01247,COM,01,001,84,353
Mionnay,210102489,01248,COM,01,001,84,2147
Miribel,210102497,01249,COM,01,001,84,10075
Misérieux,210102505,01250,COM,01,001,84,2195
Mogneneins,210102521,01252,COM,01,001,84,801
Montagnat,210102547,01254,COM,01,001,84,2040
Montagnieu,210102554,01255,COM,01,001,84,634
Montanges,210102570,01257,COM,01,001,84,354
Montceaux,210102588,01258,COM,01,001,84,1231
Montcet,210102596,01259,COM,01,001,84,706
Le Montellier,210102604,01260,COM,01,001,84,305
Monthieux,210102612,01261,COM,01,001,84,669
Montluel,210102620,01262,COM,01,001,84,7048
Montmerle-sur-Saône,210102638,01263,COM,01,001,84,3859
Montracol,210102646,01264,COM,01,001,84,1060
Montréal-la-Cluse,210102653,01265,COM,01,001,84,3505
Montrevel-en-Bresse,210102661,01266,COM,01,001,84,2531
Nurieux-Volognat,210102679,01267,COM,01,001,84,1052
Murs-et-Gélignieux,210102687,01268,COM,01,001,84,256
Nantua,210102695,01269,COM,01,001,84,3584
Neuville-les-Dames,210102729,01272,COM,01,001,84,1531
Neuville-sur-Ain,210102737,01273,COM,01,001,84,1784
Les Neyrolles,210102745,01274,COM,01,001,84,654
Neyron,210102752,01275,COM,01,001,84,2576
Niévroz,210102760,01276,COM,01,001,84,1646
Nivollet-Montgriffon,210102778,01277,COM,01,001,84,121
Oncieu,210102794,01279,COM,01,001,84,95
Ordonnaz,210102802,01280,COM,01,001,84,142
Ornex,210102810,01281,COM,01,001,84,4575
Outriaz,210102828,01282,COM,01,001,84,266
Oyonnax,210102836,01283,COM,01,001,84,22943
Ozan,210102844,01284,COM,01,001,84,692
Parcieux,210102851,01285,COM,01,001,84,1235
Parves et Nattages,200059913,01286,COM,01,001,84,980
Péron,210102885,01288,COM,01,001,84,2673
Péronnas,210102893,01289,COM,01,001,84,6675
Pérouges,210102901,01290,COM,01,001,84,1228
Perrex,210102919,01291,COM,01,001,84,845
Peyriat,210102935,01293,COM,01,001,84,161
Peyrieu,210102943,01294,COM,01,001,84,888
Peyzieux-sur-Saône,210102950,01295,COM,01,001,84,674
Pirajoux,210102968,01296,COM,01,001,84,415
Pizay,210102976,01297,COM,01,001,84,834
Plagne,210102984,01298,COM,01,001,84,134
Le Plantay,210102992,01299,COM,01,001,84,573
Polliat,210103016,01301,COM,01,001,84,2572
Pollieu,210103024,01302,COM,01,001,84,165
Poncin,210103032,01303,COM,01,001,84,1738
Pont-d'Ain,210103040,01304,COM,01,001,84,2993
Pont-de-Vaux,210103057,01305,COM,01,001,84,2303
Pont-de-Veyle,210103065,01306,COM,01,001,84,1690
Port,210103073,01307,COM,01,001,84,869
Pougny,210103081,01308,COM,01,001,84,826
Pouillat,210103099,01309,COM,01,001,84,88
Prémeyzel,210103107,01310,COM,01,001,84,252
Prémillieu,210103115,01311,COM,01,001,84,45
Prévessin-Moëns,210103131,01313,COM,01,001,84,8431
Priay,210103149,01314,COM,01,001,84,1763
Ramasse,210103172,01317,COM,01,001,84,330
Rancé,210103180,01318,COM,01,001,84,744
Relevant,210103198,01319,COM,01,001,84,468
Replonges,210103206,01320,COM,01,001,84,3796
Revonnas,210103214,01321,COM,01,001,84,934
Reyrieux,210103222,01322,COM,01,001,84,4929
Reyssouze,210103230,01323,COM,01,001,84,993
Rignieux-le-Franc,210103255,01325,COM,01,001,84,988
Romans,210103289,01328,COM,01,001,84,594
Rossillon,210103297,01329,COM,01,001,84,157
Ruffieu,210103305,01330,COM,01,001,84,191
Saint-Alban,210103313,01331,COM,01,001,84,182
Saint-André-de-Bâgé,210103321,01332,COM,01,001,84,773
Saint-André-de-Corcy,210103339,01333,COM,01,001,84,3408
Saint-André-d'Huiriat,210103347,01334,COM,01,001,84,635
Saint-André-le-Bouchoux,210103354,01335,COM,01,001,84,396
Saint-André-sur-Vieux-Jonc,210103362,01336,COM,01,001,84,1176
Saint-Bénigne,210103370,01337,COM,01,001,84,1292
Groslée-Saint-Benoit,200060143,01338,COM,01,001,84,1229
Saint-Bernard,210103396,01339,COM,01,001,84,1475
Sainte-Croix,210103420,01342,COM,01,001,84,578
Saint-Cyr-sur-Menthon,210103438,01343,COM,01,001,84,1816
Saint-Denis-lès-Bourg,210103446,01344,COM,01,001,84,5908
Saint-Denis-en-Bugey,210103453,01345,COM,01,001,84,2336
Saint-Didier-d'Aussiat,210103461,01346,COM,01,001,84,884
Saint-Didier-de-Formans,210103479,01347,COM,01,001,84,2029
Saint-Didier-sur-Chalaronne,210103487,01348,COM,01,001,84,2938
Saint-Éloi,210103495,01349,COM,01,001,84,461
Saint-Étienne-du-Bois,210103503,01350,COM,01,001,84,2485
Saint-Étienne-sur-Chalaronne,210103511,01351,COM,01,001,84,1582
Saint-Étienne-sur-Reyssouze,210103529,01352,COM,01,001,84,577
Sainte-Euphémie,210103537,01353,COM,01,001,84,1695
Saint-Genis-Pouilly,210103545,01354,COM,01,001,84,12725
Saint-Genis-sur-Menthon,210103552,01355,COM,01,001,84,479
Saint-Georges-sur-Renon,210103560,01356,COM,01,001,84,219
Saint-Germain-de-Joux,210103578,01357,COM,01,001,84,506
Saint-Germain-les-Paroisses,210103586,01358,COM,01,001,84,437
Saint-Germain-sur-Renon,210103594,01359,COM,01,001,84,240
Saint-Jean-de-Gonville,210103602,01360,COM,01,001,84,1831
Saint-Jean-de-Niost,210103610,01361,COM,01,001,84,1519
Saint-Jean-de-Thurigneux,210103628,01362,COM,01,001,84,784
Saint-Jean-le-Vieux,210103636,01363,COM,01,001,84,1802
Saint-Jean-sur-Reyssouze,210103644,01364,COM,01,001,84,751
Saint-Jean-sur-Veyle,210103651,01365,COM,01,001,84,1169
Sainte-Julie,210103669,01366,COM,01,001,84,1034
Saint-Julien-sur-Reyssouze,210103677,01367,COM,01,001,84,753
Saint-Julien-sur-Veyle,210103685,01368,COM,01,001,84,832
Saint-Just,210103693,01369,COM,01,001,84,950
Saint-Laurent-sur-Saône,210103701,01370,COM,01,001,84,1749
Saint-Marcel,210103719,01371,COM,01,001,84,1304
Saint-Martin-de-Bavel,210103727,01372,COM,01,001,84,443
Saint-Martin-du-Frêne,210103735,01373,COM,01,001,84,1085
Saint-Martin-du-Mont,210103743,01374,COM,01,001,84,1871
Saint-Martin-le-Châtel,210103750,01375,COM,01,001,84,807
Saint-Maurice-de-Beynost,210103768,01376,COM,01,001,84,4006
Saint-Maurice-de-Gourdans,210103784,01378,COM,01,001,84,2625
Saint-Maurice-de-Rémens,210103792,01379,COM,01,001,84,765
Saint-Nizier-le-Bouchoux,210103800,01380,COM,01,001,84,692
Saint-Nizier-le-Désert,210103818,01381,COM,01,001,84,935
Sainte-Olive,210103826,01382,COM,01,001,84,285
Saint-Paul-de-Varax,210103834,01383,COM,01,001,84,1549
Saint-Rambert-en-Bugey,210103842,01384,COM,01,001,84,2302
Saint-Rémy,210103859,01385,COM,01,001,84,1017
Saint-Sorlin-en-Bugey,210103867,01386,COM,01,001,84,1219
Saint-Sulpice,210103875,01387,COM,01,001,84,261
Saint-Trivier-de-Courtes,210103883,01388,COM,01,001,84,1102
Saint-Trivier-sur-Moignans,210103891,01389,COM,01,001,84,1840
Saint-Vulbas,210103909,01390,COM,01,001,84,1306
Salavre,210103917,01391,COM,01,001,84,281
Samognat,210103925,01392,COM,01,001,84,680
Sandrans,210103933,01393,COM,01,001,84,535
Sault-Brénaz,210103966,01396,COM,01,001,84,966
Sauverny,210103974,01397,COM,01,001,84,1030
Savigneux,210103982,01398,COM,01,001,84,1367
Ségny,210103990,01399,COM,01,001,84,2112
Seillonnaz,210104006,01400,COM,01,001,84,140
Sergy,210104014,01401,COM,01,001,84,2124
Sermoyer,210104022,01402,COM,01,001,84,688
Serrières-de-Briord,210104030,01403,COM,01,001,84,1282
Serrières-sur-Ain,210104048,01404,COM,01,001,84,136
Servas,210104055,01405,COM,01,001,84,1275
Servignat,210104063,01406,COM,01,001,84,176
Seyssel,210104071,01407,COM,01,001,84,1017
Simandre-sur-Suran,210104089,01408,COM,01,001,84,683
Sonthonnax-la-Montagne,210104105,01410,COM,01,001,84,319
Souclin,210104113,01411,COM,01,001,84,279
Sulignat,210104121,01412,COM,01,001,84,598
Talissieu,210104154,01415,COM,01,001,84,460
Tenay,210104162,01416,COM,01,001,84,1047
Thil,210104188,01418,COM,01,001,84,1113
Thoiry,210104196,01419,COM,01,001,84,6215
Thoissey,210104204,01420,COM,01,001,84,1756
Torcieu,210104212,01421,COM,01,001,84,742
Tossiat,210104220,01422,COM,01,001,84,1398
Toussieux,210104238,01423,COM,01,001,84,1111
Tramoyes,210104246,01424,COM,01,001,84,1724
La Tranclière,210104253,01425,COM,01,001,84,293
Val-Revermont,200057347,01426,COM,01,001,84,2654
Trévoux,210104279,01427,COM,01,001,84,7009
Valeins,210104287,01428,COM,01,001,84,131
Vandeins,210104295,01429,COM,01,001,84,700
Varambon,210104303,01430,COM,01,001,84,598
Vaux-en-Bugey,210104311,01431,COM,01,001,84,1254
Verjon,210104329,01432,COM,01,001,84,297
Vernoux,210104337,01433,COM,01,001,84,331
Versailleux,210104345,01434,COM,01,001,84,447
Versonnex,210104352,01435,COM,01,001,84,2246
Vesancy,210104360,01436,COM,01,001,84,495
Vescours,210104378,01437,COM,01,001,84,246
Vésines,210104394,01439,COM,01,001,84,103
Vieu-d'Izenave,210104410,01441,COM,01,001,84,724
Villars-les-Dombes,210104436,01443,COM,01,001,84,4884
Villebois,210104444,01444,COM,01,001,84,1190
Villemotier,210104451,01445,COM,01,001,84,678
Villeneuve,210104469,01446,COM,01,001,84,1537
Villereversure,210104477,01447,COM,01,001,84,1339
Villes,210104485,01448,COM,01,001,84,384
Villette-sur-Ain,210104493,01449,COM,01,001,84,767
Villieu-Loyes-Mollon,210104501,01450,COM,01,001,84,3717
Viriat,210104519,01451,COM,01,001,84,6566
Virieu-le-Grand,210104527,01452,COM,01,001,84,1106
Arvière-en-Valromey,200086403,01453,COM,01,001,84,735
Virignin,210104543,01454,COM,01,001,84,1118
Vongnes,210104568,01456,COM,01,001,84,72
Vonnas,210104576,01457,COM,01,001,84,3019
Abbécourt,210200010,02001,COM,02,002,32,506
Achery,210200028,02002,COM,02,002,32,606
Acy,210200036,02003,COM,02,002,32,1035
Agnicourt-et-Séchelles,210200044,02004,COM,02,002,32,185
Aguilcourt,210200051,02005,COM,02,002,32,392
Aisonville-et-Bernoville,210200069,02006,COM,02,002,32,264
Aizelles,210200077,02007,COM,02,002,32,126
Aizy-Jouy,210200085,02008,COM,02,002,32,295
Alaincourt,210200093,02009,COM,02,002,32,549
Allemant,210200101,02010,COM,02,002,32,181
Ambleny,210200119,02011,COM,02,002,32,1209
Ambrief,210200127,02012,COM,02,002,32,70
Amifontaine,210200135,02013,COM,02,002,32,413
Amigny-Rouy,210200143,02014,COM,02,002,32,758
Ancienville,210200150,02015,COM,02,002,32,75
Andelain,210200168,02016,COM,02,002,32,237
Anguilcourt-le-Sart,210200176,02017,COM,02,002,32,319
Anizy-le-Grand,200084135,02018,COM,02,002,32,2584
Annois,210200192,02019,COM,02,002,32,369
Any-Martin-Rieux,210200200,02020,COM,02,002,32,460
Archon,210200218,02021,COM,02,002,32,90
Arcy-Sainte-Restitue,210200226,02022,COM,02,002,32,409
Armentières-sur-Ourcq,210200234,02023,COM,02,002,32,106
Arrancy,210200242,02024,COM,02,002,32,53
Artemps,210200259,02025,COM,02,002,32,373
Assis-sur-Serre,210200275,02027,COM,02,002,32,230
Athies-sous-Laon,210200283,02028,COM,02,002,32,2663
Attilly,210200291,02029,COM,02,002,32,375
Aubencheul-aux-Bois,210200309,02030,COM,02,002,32,273
Aubenton,210200317,02031,COM,02,002,32,663
Aubigny-aux-Kaisnes,210200325,02032,COM,02,002,32,257
Aubigny-en-Laonnois,210200333,02033,COM,02,002,32,107
Audignicourt,210200341,02034,COM,02,002,32,122
Audigny,210200358,02035,COM,02,002,32,287
Augy,210200366,02036,COM,02,002,32,83
Aulnois-sous-Laon,210200374,02037,COM,02,002,32,1453
Les Autels,210200382,02038,COM,02,002,32,57
Autremencourt,210200390,02039,COM,02,002,32,172
Autreppes,210200408,02040,COM,02,002,32,182
Autreville,210200416,02041,COM,02,002,32,827
Azy-sur-Marne,210200424,02042,COM,02,002,32,391
Bagneux,210200432,02043,COM,02,002,32,70
Bancigny,210200440,02044,COM,02,002,32,26
Barenton-Bugny,210200457,02046,COM,02,002,32,563
Barenton-Cel,210200465,02047,COM,02,002,32,120
Barenton-sur-Serre,210200473,02048,COM,02,002,32,138
Barisis-aux-Bois,210200481,02049,COM,02,002,32,752
Barzy-en-Thiérache,210200499,02050,COM,02,002,32,332
Barzy-sur-Marne,210200507,02051,COM,02,002,32,390
Bassoles-Aulers,210200515,02052,COM,02,002,32,145
Vallées en Champagne,200056307,02053,COM,02,002,32,575
Bazoches-sur-Vesles,210206694,02054,COM,02,002,32,78
Bazoches-sur-Vesles,210200531,02054,COM,02,002,32,464
Beaumé,210200549,02055,COM,02,002,32,94
Beaumont-en-Beine,210200556,02056,COM,02,002,32,178
Beaurevoir,210200564,02057,COM,02,002,32,1443
Beaurieux,210200572,02058,COM,02,002,32,854
Beautor,210200580,02059,COM,02,002,32,2727
Beauvois-en-Vermandois,210200598,02060,COM,02,002,32,275
Becquigny,210200606,02061,COM,02,002,32,257
Belleau,210200614,02062,COM,02,002,32,140
Bellenglise,210200622,02063,COM,02,002,32,390
Belleu,210200630,02064,COM,02,002,32,3861
Bellicourt,210200648,02065,COM,02,002,32,614
Benay,210200655,02066,COM,02,002,32,206
Bergues-sur-Sambre,210200663,02067,COM,02,002,32,219
Berlancourt,210200671,02068,COM,02,002,32,108
Berlise,210200689,02069,COM,02,002,32,113
Bernot,210200697,02070,COM,02,002,32,464
Berny-Rivière,210200705,02071,COM,02,002,32,667
Berrieux,210200713,02072,COM,02,002,32,189
Berry-au-Bac,210200721,02073,COM,02,002,32,658
Bertaucourt-Epourdon,210200739,02074,COM,02,002,32,614
Berthenicourt,210200747,02075,COM,02,002,32,201
Bertricourt,210200754,02076,COM,02,002,32,165
Berzy-le-Sec,210200762,02077,COM,02,002,32,394
Besmé,210200770,02078,COM,02,002,32,162
Besmont,210200788,02079,COM,02,002,32,152
Besny-et-Loizy,210200796,02080,COM,02,002,32,360
Béthancourt-en-Vaux,210200804,02081,COM,02,002,32,448
Beugneux,210200812,02082,COM,02,002,32,111
Beuvardes,210200820,02083,COM,02,002,32,764
Bézu-le-Guéry,210200838,02084,COM,02,002,32,265
Bézu-Saint-Germain,210200846,02085,COM,02,002,32,1069
Bichancourt,210208245,02086,COM,02,002,32,1058
Bieuxy,210200853,02087,COM,02,002,32,31
Bièvres,210200861,02088,COM,02,002,32,91
Billy-sur-Aisne,210200879,02089,COM,02,002,32,1175
Billy-sur-Ourcq,210200887,02090,COM,02,002,32,223
Blanzy-lès-Fismes,210200895,02091,COM,02,002,32,107
Blérancourt,210200903,02093,COM,02,002,32,1348
Blesmes,210200911,02094,COM,02,002,32,456
Bohain-en-Vermandois,210200929,02095,COM,02,002,32,5754
Bois-lès-Pargny,210200937,02096,COM,02,002,32,204
Boncourt,210200945,02097,COM,02,002,32,261
Bonneil,210200952,02098,COM,02,002,32,389
Bonnesvalyn,210200960,02099,COM,02,002,32,241
Bony,210200978,02100,COM,02,002,32,138
Bosmont-sur-Serre,210200986,02101,COM,02,002,32,198
Bouconville-Vauclair,210200994,02102,COM,02,002,32,193
Boué,210201000,02103,COM,02,002,32,1339
Bouffignereux,210201018,02104,COM,02,002,32,106
Bouresches,210201026,02105,COM,02,002,32,207
Bourg-et-Comin,210201034,02106,COM,02,002,32,833
Bourguignon-sous-Coucy,210201042,02107,COM,02,002,32,107
Bourguignon-sous-Montbavin,210201059,02108,COM,02,002,32,162
La Bouteille,210201067,02109,COM,02,002,32,496
Braine,210201075,02110,COM,02,002,32,2238
Brancourt-en-Laonnois,210201083,02111,COM,02,002,32,720
Brancourt-le-Grand,210201091,02112,COM,02,002,32,578
Brasles,210201109,02114,COM,02,002,32,1565
Braye-en-Laonnois,210201117,02115,COM,02,002,32,209
Braye-en-Thiérache,210201125,02116,COM,02,002,32,147
Bray-Saint-Christophe,210208070,02117,COM,02,002,32,67
Braye,210208088,02118,COM,02,002,32,123
Brécy,210208096,02119,COM,02,002,32,347
Brenelle,210208104,02120,COM,02,002,32,199
Breny,210208146,02121,COM,02,002,32,248
Brie,210201133,02122,COM,02,002,32,55
Brissay-Choigny,210208112,02123,COM,02,002,32,309
Brissy-Hamégicourt,210208120,02124,COM,02,002,32,663
Brumetz,210208153,02125,COM,02,002,32,216
Brunehamel,210201141,02126,COM,02,002,32,461
Bruyères-sur-Fère,210201158,02127,COM,02,002,32,194
Bruyères-et-Montbérault,210201166,02128,COM,02,002,32,1568
Bruys,210201174,02129,COM,02,002,32,19
Bucilly,210201182,02130,COM,02,002,32,200
Bucy-le-Long,210208161,02131,COM,02,002,32,1922
Bucy-lès-Cerny,210201190,02132,COM,02,002,32,206
