nom,SIREN,type,code_departement,code_departement_3digits,code_region,population
CC Corbières Salanque Méditerranée,200070365,CC,"11,66","11,66",76,22139
CC du Piémont Cévenol,200034411,CC,30,030,76,22187
CC La Rochefoucauld - Porte du Périgord,200068914,CC,16,016,75,22240
CC Avre Luce Noye,200070969,CC,80,080,32,22252
CC du Pays Bellegardien (CCPB),240100891,CC,01,001,84,22351
CC de la Gascogne Toulousaine,200023620,CC,"31,32","31,32",76,22359
CC des Crêtes Préardennaises,240800862,CC,08,008,44,22381
CC Provence Verdon,200040202,CC,83,083,93,22385
CC Côte Ouest Centre Manche,200067031,CC,50,050,28,22392
CC Cœur de Charente,200072023,CC,16,016,75,22394
CC Couesnon Marches de Bretagne,200070688,CC,35,035,53,22436
CC de la Plaine Dijonnaise,200000925,CC,21,021,27,22459
CC Quercy Vert-Aveyron,200066884,CC,82,082,76,22468
CC de la Terre des Deux Caps,246200380,CC,62,062,32,22532
CC de l'Île d'Oléron,241700624,CC,17,017,75,22593
CC de Bièvre Est,243801073,CC,38,038,84,22594
CC du Pays des Sources,246000855,CC,60,060,32,22639
CC Terres de Bresse,200071538,CC,71,071,27,22648
CC Sud Alsace Largue,200066033,CC,68,068,44,22692
CC Gally Mauldre,200034130,CC,78,078,11,22717
CC de la Veyle,200070555,CC,01,001,84,22789
CC du Terrassonnais en Périgord Noir Thenon Hautefort,200041150,CC,24,024,75,22844
CC Les Portes de l'Ile de France,200071074,CC,78,078,11,22856
CC du Pays du Neubourg,242700607,CC,27,027,28,22994
"CC Arbois,Poligny,Salins,Cœur du Jura",200071595,CC,39,039,27,23006
CC Ardèche Rhône Coiron,200071405,CC,07,007,84,23124
CC de Commercy - Void - Vaucouleurs,200066157,CC,55,055,44,23127
CC du Vimeu,200070944,CC,80,080,32,23243
"CC Entre Arroux,Loire et Somme",200070316,CC,71,071,27,23265
CC Pays de Chantonnay,248500340,CC,85,085,52,23301
CC Sud-Roussillon,246600282,CC,66,066,76,23384
CC Enclave des Papes-Pays de Grignan,200040681,CC,"26,84","26,84","84,93",23469
CC des Deux Vallées,246000772,CC,60,060,32,23485
CC du Sor et de l'Agout,248100158,CC,81,081,76,23486
CC Haute Sarthe Alpes Mancelles,200072700,CC,72,072,52,23494
CC de la Baie du Cotentin,200042729,CC,50,050,28,23507
CC Presqu'île de Crozon-Aulne maritime,200066868,CC,29,029,53,23512
CC Champagnole Nozeroy Jura,200069623,CC,39,039,27,23525
CC Houve-Pays Boulageois,200067650,CC,57,057,44,23555
CC Sud Sarthe,200073112,CC,72,072,52,23556
CC de Desvres-Samer,200018083,CC,62,062,32,23694
CC Auxonne Pontailler Val de Saône,200070902,CC,21,021,27,23721
CC Coeur du Pays Haut,200070290,CC,"54,55","54,55",44,23734
CC du Pays de Niederbronn-les-Bains,246701098,CC,67,067,44,23745
CC Bassée-Montois,200040251,CC,77,077,11,23788
CC du Pays de Sommières,243000296,CC,30,030,76,23810
CC Haut Limousin en Marche,200071942,CC,87,087,75,23825
CC du Pays de Pouzauges,248500464,CC,85,085,52,23837
CC du Sud Territoire,249000241,CC,90,090,27,23912
CC du Liancourtois,246000129,CC,60,060,32,23981
CC Questembert Communauté,245614383,CC,56,056,53,23990
CC Pleyben-Châteaulin-Porzay,200067247,CC,29,029,53,24017
CC du Pays de Dol et de la Baie du Mont Saint-Michel,200070670,CC,35,035,53,24091
CC de l'Ouest Vosgien,200068559,CC,"52,88","52,88",44,24124
CC de Marana-Golo,200036499,CC,2B,02B,94,24128
CC Falaises du Talou,247600729,CC,76,076,28,24143
"CC Chinon,Vienne et Loire",200043081,CC,37,037,24,24207
CC Charlieu-Belmont,200035202,CC,42,042,84,24215
CC de Miribel et du Plateau,240100800,CC,01,001,84,24215
CC du Réolais en Sud Gironde,200044394,CC,33,033,75,24313
CC Rhône Lez Provence,200000628,CC,84,084,93,24325
CC Pays d'Orthe et Arrigans,200069417,CC,40,040,75,24369
CC Cœur de Nacre,241400860,CC,14,014,28,24386
CC Saint-Flour Communauté,200066660,CC,15,015,84,24513
Métropole Européenne de Lille,200093201,MET,59,059,32,24566
CC Cingal-Suisse Normande,200066710,CC,14,014,28,24596
CC du Pays de Lumbres,246201016,CC,62,062,32,24686
CC Senlis Sud Oise,200066975,CC,60,060,32,24698
CC Loir-Lucé-Bercé,200070373,CC,72,072,52,24722
CC Serein et Armance,200067304,CC,89,089,27,24730
CC du Pays de Barr,200034270,CC,67,067,44,24757
CC Plaines et Monts de France,200033090,CC,77,077,11,24834
CC du District Urbain de Faulquemont (DUF),245700133,CC,57,057,44,24902
CC de la Mossig et du Vignoble,200068864,CC,67,067,44,24935
CC des Collines du Nord Dauphiné,243801255,CC,38,038,84,24937
CC Yonne Nord,248900896,CC,89,089,27,24942
CC Fumel Vallée du Lot,200068930,CC,47,047,75,25011
CC Adour Madiran,200072106,CC,"64,65","64,65","75,76",25031
CC Cœur de Beauce,200070159,CC,28,028,24,25052
"CC de Vitry,Champagne et Der",200034718,CC,51,051,44,25059
CC Sud Retz Atlantique,200071546,CC,44,044,52,25095
CC de l'Alsace Bossue,200067841,CC,67,067,44,25107
CC Pré-Bocage Intercom,200069524,CC,14,014,28,25115
CC de la Côtière à Montluel,240100610,CC,01,001,84,25179
CC du Pays Loudunais,248600447,CC,86,086,75,25182
CC Caux - Austreberthe,247600646,CC,76,076,28,25219
CC du Val de Sully,200070100,CC,45,045,24,25247
CC Vexin Centre,200035970,CC,95,095,11,25294
CC Giennoises,244500211,CC,45,045,24,25465
CC Vallées de l'Orne et de l'Odon,200066728,CC,14,014,28,25468
CC Pays d'Opale,200072478,CC,62,062,32,25509
CC Entr'Allier Besbre et Loire,200071470,CC,03,003,84,25510
CC Roi Morvan Communauté,245614417,CC,56,056,53,25574
CC du Sud Avesnois,200043404,CC,59,059,32,25623
CC Bouzonvillois-Trois Frontières,200067486,CC,57,057,44,25647
CC Vallées et Plateau d'Ardenne,200067759,CC,08,008,44,25654
CC Touraine Val de Vienne,200072668,CC,37,037,24,25674
CC Territoriale Sud-Luberon,248400285,CC,84,084,93,25681
CC du Sisteronais-Buëch,200068765,CC,"04,05,26","04,05,26","84,93",25691
CC du Kochersberg,200034635,CC,67,067,44,25712
CC Bresse et Saône,200071371,CC,01,001,84,25759
CC Terre d'Émeraude Communauté,200090579,CC,39,039,27,25775
CC de la Haute Vallée de Chevreuse,200033173,CC,78,078,11,25826
CC Loue-Lison,200068070,CC,25,025,27,25950
CC Cœur de Loire,200067916,CC,58,058,27,25951
CC Communauté Bray-Eawy,200070068,CC,76,076,28,25980
CC Montfort Communauté,243500550,CC,35,035,53,26061
CC Billom Communauté,200067627,CC,63,063,84,26126
CC Porte Océane du Limousin,200059400,CC,87,087,75,26129
CC du Grand Roye,200070977,CC,80,080,32,26160
CC du Pays de l'Ozon,246900765,CC,69,069,84,26214
CC de Cattenom et Environs,245700695,CC,57,057,44,26345
CC Liffré-Cormier Communauté,243500774,CC,35,035,53,26431
CC du Pont du Gard,243000684,CC,30,030,76,26489
CC Terres du Haut Berry,200066330,CC,18,018,24,26512
CC des Portes du Haut-Doubs,242504181,CC,25,025,27,26571
CC Chalosse Tursan,200069649,CC,40,040,75,26648
CC Médoc Atlantique,200070720,CC,33,033,75,26652
CC des Pays de L'Aigle,200068468,CC,61,061,28,26679
CC Pays de Châteaugiron Communauté,243500659,CC,35,035,53,26684
CC du Pithiverais-Gâtinais,200071850,CC,45,045,24,26717
CC du Frontonnais,200034957,CC,31,031,76,26764
CC Commentry Montmarault Néris Communauté,200071512,CC,03,003,84,26838
CC des Deux Morin,200072544,CC,77,077,11,26841
CC Le Dourdannais en Hurepoix (CCDH),249100595,CC,91,091,11,26904
CC Roche aux Fées Communauté,243500634,CC,35,035,53,26908
CC du Val de Somme,248000499,CC,80,080,32,26932
CC des Vallées du Clain,200043628,CC,86,086,75,26944
CC du Pays des Paillons,240600593,CC,06,006,93,26993
CC de Saint-Méen Montauban,200038990,CC,35,035,53,27105
CC de Petite Camargue,243000593,CC,30,030,76,27136
CC Isigny-Omaha Intercom,200066801,CC,14,014,28,27195
CC Albret Communauté,200068948,CC,47,047,75,27246
CC de Hanau-La Petite Pierre,200067783,CC,67,067,44,27253
CC du Pays de Limours (CCPL),249100074,CC,91,091,11,27270
"CC Rhony,Vistre,Vidourle",243000569,CC,30,030,76,27295
CC du Secteur de Saint-Loubès,243301249,CC,33,033,75,27327
CC Les Avant-Monts,200071058,CC,34,034,76,27328
CC de la Thiérache du Centre,240200444,CC,02,002,32,27357
CC Yvetot Normandie,247600620,CC,76,076,28,27511
CC Castelnaudary Lauragais Audois,200035855,CC,11,011,76,27612
CC de la Région d'Audruicq,246200844,CC,62,062,32,27713
"CC Ardenne,Rives de Meuse",240800821,CC,08,008,44,27730
CC l'Orée de la Brie,247700644,CC,"77,91","77,91",11,27768
CC du Seignanx,244000659,CC,40,040,75,27810
CC Entre Juine et Renarde (CCEJR),249100553,CC,91,091,11,27874
CC Brie Nangissienne,247700701,CC,77,077,11,27918
CC des Coëvrons,200033298,CC,53,053,52,27939
CC Arc Sud Bretagne,200027027,CC,56,056,53,27942
CC de la Haute-Somme,200037059,CC,80,080,32,27963
CC Faucigny-Glières,200000172,CC,74,074,84,27970
CC du Pays de Honfleur-Beuzeville,200066827,CC,"14,27","14,27",28,28111
CC du Grand Pontarlier,242500338,CC,25,025,27,28144
CC Communauté Lesneven Côte des Légendes,242900793,CC,29,029,53,28146
CC du Clermontais,243400355,CC,34,034,76,28158
CC du Sud-Artois,200035442,CC,62,062,32,28159
CC Val Briard,200072874,CC,77,077,11,28186
CC Anjou Loir et Sarthe,200068955,CC,49,049,52,28228
CC Lyon Saint Exupéry en Dauphiné,243800935,CC,38,038,84,28239
CC Canaux et Forêts en Gâtinais,200067676,CC,45,045,24,28249
CC du Civraisien en Poitou,200070035,CC,86,086,75,28263
CC Élan Limousin Avenir Nature,200066512,CC,87,087,75,28311
CC du Pays de Saint-Fulgent - Les Essarts,200071918,CC,85,085,52,28318
CC du Pays Fléchois,247200348,CC,72,072,52,28332
CC Ambert Livradois Forez,200070761,CC,63,063,84,28376
CC du Limouxin,200071926,CC,11,011,76,28380
CC La Domitienne,243400488,CC,34,034,76,28394
CC du Pays Rochois,247400724,CC,74,074,84,28463
CC du Pays de Fayence,200004802,CC,83,083,93,28471
CC Vallée des Baux-Alpilles (CC VBA),241300375,CC,13,013,93,28477
CC du Val d'Amboise,200043065,CC,37,037,24,28515
CC de la Côte d'Albâtre,200069839,CC,76,076,28,28603
CC Nièvre et Somme,200071223,CC,80,080,32,28608
CC Ouest Aveyron Communauté,200069383,CC,"12,46","12,46",76,28612
CC du Pays de Mortagne,248500662,CC,85,085,52,28622
CC du Pays Fouesnantais,242900660,CC,29,029,53,28669
CC Maine Saosnois,200072676,CC,"61,72","61,72","28,52",28737
CC du Pays de Falaise,241400514,CC,14,014,28,28786
CC Médoc Estuaire,243301447,CC,33,033,75,28813
CC du Pays du Coquelicot,248000747,CC,80,080,32,28861
CC du Pays Haut Val d'Alzette,245701404,CC,"54,57","54,57",44,28942
CC Bresse Louhannaise Intercom',200071579,CC,71,071,27,28969
CC Moselle et Madon,245400171,CC,54,054,44,29096
CC des Luys en Béarn,200067239,CC,64,064,75,29174
CC Pays d'Uzès,200034379,CC,30,030,76,29212
CA du Grand Verdun,200049187,CA,55,055,44,29289
CC du Pays Mornantais (COPAMO),246900740,CC,69,069,84,29348
CC du Pays de l'Huisne Sarthoise,247200686,CC,72,072,52,29441
CC du Pays de Craon,200048551,CC,53,053,52,29498
CC de Sablé-sur-Sarthe,247200090,CC,"53,72","53,72",52,29591
CC des Pays du Sel et du Vermois,245400189,CC,54,054,44,29609
CC Tarn-Agout,200034023,CC,"31,81","31,81",76,29612
CC Pays de Nay,246401756,CC,"64,65","64,65","75,76",29811
CC du Pithiverais,200066280,CC,45,045,24,29927
CC du Pays Houdanais (C.C.P.H.),247800550,CC,"28,78","28,78","11,24",29969
CC de Petite-Terre,200050532,CC,976,976,06,30039
CC du Saulnois,245701206,CC,57,057,44,30069
CA du Grand Guéret,200034825,CA,23,023,75,30093
CC des Quatre Rivières,200069730,CC,"27,76","27,76",28,30216
CC Pays d'Apt-Luberon,200040624,CC,"04,84","04,84",93,30217
CC des Sept Vallées,200044030,CC,62,062,32,30259
CC des Grands Lacs,244000873,CC,40,040,75,30259
CC Pays de Nemours,200023240,CC,77,077,11,30264
CC du Pays des Herbiers,248500621,CC,85,085,52,30268
CC Aunis Atlantique,200041499,CC,17,017,75,30272
CC des Vallons du Lyonnais (CCVL),246900724,CC,69,069,84,30307
CC Carmausin-Ségala,200040905,CC,81,081,76,30359
CC de la Porte des Vosges Méridionales,200068377,CC,88,088,44,30446
CC de Gevrey-Chambertin et de Nuits-Saint-Georges,200070894,CC,21,021,27,30545
CC de Bayeux Intercom,241400555,CC,14,014,28,30560
CC Médoc Cœur de Presqu'île,200069995,CC,33,033,75,30567
CC du Sud-Estuaire,244400586,CC,44,044,52,30575
CC du Volvestre,200066819,CC,31,031,76,30596
CC du Pays Rethélois,200043156,CC,08,008,44,30621
CC de Millau Grands Causses,241200567,CC,"12,48","12,48",76,30628
CC Cœur de l'Avesnois,200043263,CC,59,059,32,30640
CC Retz-en-Valois,200071991,CC,02,002,32,30664
CC du Plateau Picard,246000566,CC,60,060,32,30768
CC Couserans-Pyrénées,200067940,CC,09,009,76,30805
CC des Savanes,200027548,CC,973,973,03,30938
CC du Val de Sarthe,247200629,CC,72,072,52,30950
CC du Pays de Château-Gontier,245300447,CC,53,053,52,31096
CC Haut Val de Sèvre,200041994,CC,79,079,75,31193
CC de la Vallée du Gapeau,248300410,CC,83,083,93,31287
CC Marches du Velay-Rochebaron,200073427,CC,43,043,84,31308
CC Jalle-Eau-Bourde,243301165,CC,33,033,75,31316
CC Le Gesnois Bilurien,200072684,CC,72,072,52,31357
CC de la Vallée du Garon (CCVG),246900757,CC,69,069,84,31413
CC Beaucaire Terre d'Argence,243000585,CC,30,030,76,31479
CC du Val de Drôme en Biovallée,242600252,CC,26,026,84,31705
CC Normandie-Cabourg-Pays d'Auge,200065563,CC,14,014,28,31755
CC du Pays du Vermandois,240200493,CC,02,002,32,31810
CC Leff Armor Communauté,200069086,CC,22,022,53,31859
CC Côte d'Émeraude,243500725,CC,"22,35","22,35",53,31883
CC du Sud,200060473,CC,976,976,06,31945
CC Rumilly Terre de Savoie,247400740,CC,74,074,84,32095
CC Carnelle Pays-De-France,200073013,CC,95,095,11,32101
CC du Territoire Nord Picardie,200070951,CC,80,080,32,32174
CC du Bassin Auterivain Haut-Garonnais,200068807,CC,31,031,76,32250
CC Aunis Sud,200041614,CC,17,017,75,32345
CC de Freyming-Merlebach,245700398,CC,57,057,44,32352
CC Haut-Léon Communauté,200067072,CC,29,029,53,32480
CC du Vexin Normand,200071843,CC,27,027,28,32593
CC Bretagne porte de Loire Communauté,200070662,CC,35,035,53,32649
CA Pays Foix-Varilhes,200067791,CA,09,009,76,32725
CC Convergence Garonne,200069581,CC,33,033,75,32895
CC du Haut-Béarn,200067262,CC,64,064,75,33411
CA de Vesoul,247000011,CA,70,070,27,33484
CC de la Picardie Verte,246000848,CC,60,060,32,33520
"CC Région Lézignanaise,Corbières et Minervois",200035863,CC,11,011,76,33663
CC du Pays Noyonnais,246000756,CC,60,060,32,33685
CC Pays Rhin - Brisach,200066025,CC,68,068,44,33774
CC Ponthieu-Marquenterre,200070936,CC,80,080,32,33796
CC de Pont-Audemer / Val de Risle,200065787,CC,27,027,28,33857
CC du Pays de Landivisiau,242900751,CC,29,029,53,33917
CC Touraine Ouest Val de Loire,200072981,CC,37,037,24,33944
CC du Pays des Sorgues et des Monts de Vaucluse,248400319,CC,84,084,93,34081
CC des Hauts Tolosans,200071314,CC,31,031,76,34234
CC du Romorantinais et du Monestois,200018406,CC,41,041,24,34295
CC des Pays d'Oise et d'Halatte,246000921,CC,60,060,32,34345
CC Vendée Grand Littoral,200071900,CC,85,085,52,34348
CC des Campagnes de l'Artois,200069482,CC,62,062,32,34455
CC Rhône Crussol,200041366,CC,07,007,84,34743
CC Bugey Sud,200040350,CC,01,001,84,34817
CC Argentan Intercom,200068450,CC,61,061,28,34839
CC Haute-Corrèze Communauté,200066744,CC,"19,23","19,23",75,34862
CC Saint-Pourçain Sioule Limagne,200071389,CC,03,003,84,34867
CC de l'Arc Mosellan,245701354,CC,57,057,44,35026
CC du Nord Est Béarn,200067296,CC,64,064,75,35045
CC du Pays de Bitche,200069441,CC,57,057,44,35169
CC de Puisaye-Forterre,200067130,CC,"58,89","58,89",27,35372
CC du Grand Cubzaguais,243301223,CC,33,033,75,35395
CC Cœur de Garonne,200068815,CC,31,031,76,35415
CC du Provinois,200037133,CC,77,077,11,35596
CC du Pays de Pontchâteau Saint-Gildas-des-Bois,200000438,CC,44,044,52,35873
CC Anjou Bleu Communauté,244900809,CC,49,049,52,35907
CA ECLA  (Espace Communautaire Lons Agglomération),200071116,CA,39,039,27,35945
CC Bretagne Romantique,243500733,CC,35,035,53,35981
CA de Bar-le-Duc - Sud Meuse,200033025,CA,55,055,44,36005
CC des Monts du Lyonnais,200066587,CC,"42,69","42,69",84,36139
CC Baugeois Vallée,244900882,CC,49,049,52,36184
CC Pays de Fontenay-Vendée,200071934,CC,85,085,52,36240
CC du Pays de Saverne,200068112,CC,67,067,44,36471
CC de Charente Limousine,200072049,CC,16,016,75,36486
CC du Thouarsais,247900798,CC,79,079,75,36634
CC des Vallées du Haut-Anjou,200071868,CC,49,049,52,36912
CC du Val d'Ille-Aubigné,243500667,CC,35,035,53,36976
CC du Pays Rhénan,200041325,CC,67,067,44,37038
CC de Sélestat,246700967,CC,67,067,44,37241
CC des Hautes-Vosges,200071157,CC,88,088,44,37323
CC Cœur de Savoie,200041010,CC,73,073,84,37622
CC du Grand Autunois Morvan,200070530,CC,71,071,27,37622
CC Mayenne Communauté,200055887,CC,53,053,52,37961
CC du Clermontois,246000376,CC,60,060,32,38221
CC Thiers Dore et Montagne,200070712,CC,63,063,84,38276
CC des Villes Sœurs,247600588,CC,"76,80","76,80","28,32",38308
CC de Thann-Cernay,200036465,CC,68,068,44,38383
CC du Pays Bigouden Sud,242900702,CC,29,029,53,38516
CC du Haut Val d'Oise,249500489,CC,95,095,11,38540
CC du Pays de l'Arbresle (CCPA),246900625,CC,69,069,84,38566
CC de Parthenay-Gâtine,200041333,CC,79,079,75,38623
CC Terroir de Caux,200068534,CC,76,076,28,38681
CC des Sablons,246000582,CC,60,060,32,38924
CC de la Région de Guebwiller,246800569,CC,68,068,44,39005
CC du Ternois,200069672,CC,"62,80","62,80",32,39091
CC Dombes Saône Vallée,200042497,CC,01,001,84,39190
CC du Sud Gironde,200043974,CC,33,033,75,39214
CC de la Vallée de l'Oise et des Trois Forêts,249500455,CC,95,095,11,39242
CC Estuaire et Sillon,200072734,CC,44,044,52,39291
CC Vallée de l'Hérault,243400694,CC,34,034,76,39392
CC Somme Sud-Ouest,200071181,CC,80,080,32,39431
CC de la Dombes,200069193,CC,01,001,84,39490
CC Brie des Rivières et Châteaux,200070779,CC,77,077,11,39677
CC de Grand Lieu,244400438,CC,44,044,52,39682
CA Fécamp Caux Littoral Agglomération,200069821,CA,76,076,28,39767
CC Moret Seine et Loing,247700032,CC,77,077,11,39857
CC de l'Oust à Brocéliande,200066785,CC,56,056,53,39989
CC Flandre Lys,245900758,CC,"59,62","59,62",32,40004
CC Touraine-Est Vallées,200073161,CC,37,037,24,40032
CC Interco Normandie Sud Eure,200066462,CC,"27,28","27,28","24,28",40223
CC des Terres du Lauragais,200071298,CC,31,031,76,40303
CA Grand Auch Cœur de Gascogne,200066926,CA,32,032,76,40395
CC Vienne et Gartempe,200070043,CC,86,086,75,40554
CC des Portes d'Ariège Pyrénées,200066231,CC,09,009,76,40613
CC du Bassin de Pont-à-Mousson,200041515,CC,54,054,44,40778
CC Vierzon-Sologne-Berry,200090561,CC,18,018,24,40799
CC de la Région de Molsheim-Mutzig,246701064,CC,67,067,44,40823
CC du Bassin de Pompey,245400601,CC,54,054,44,41049
CC Mond'Arverne Communauté,200069177,CC,63,063,84,41055
CC Roumois Seine,200066405,CC,"27,76","27,76",28,41206
CC de l'Est Lyonnais (CCEL),246900575,CC,69,069,84,41239
CC du Bassin d'Aubenas,200073245,CC,07,007,84,41258
CC de la Save au Touch,243100781,CC,31,031,76,41524
CC du Grand Châteaudun,200069961,CC,28,028,24,41841
CC Le Grand Charolais,200071884,CC,"03,71","03,71","27,84",41847
CC du Pays des Abers,242900553,CC,29,029,53,41857
CC Pays d'Évian Vallée d'Abondance,200071967,CC,74,074,84,41883
CC Terres des Confluences,200066322,CC,82,082,76,42200
CC du Haut-Poitou,200069763,CC,86,086,75,42294
CC du Territoire de Lunéville à Baccarat,200070324,CC,54,054,44,42349
CC Grand Sud Tarn et Garonne,200066652,CC,82,082,76,42377
CC Osartis Marquion,200044048,CC,62,062,32,42685
CA du Grand Cahors,200023737,CA,46,046,76,42949
CC des Loges,244500427,CC,45,045,24,43013
CC Drôme Sud Provence,200042901,CC,26,026,84,43483
CC Pays de Montereau,247700107,CC,77,077,11,43599
CC Ploërmel Communauté,200066777,CC,56,056,53,43624
CC Cœur du Var,248300550,CC,83,083,93,43796
CC Centre Morbihan Communauté,200067221,CC,56,056,53,43879
CA du Pays de Laon,200043495,CA,02,002,32,43942
CC de Montesquieu,243301264,CC,33,033,75,44350
CC Méditerranée Porte des Maures,200027100,CC,83,083,93,44397
CC Vallons de Haute-Bretagne Communauté,200043990,CC,35,035,53,44574
CC de Vie et Boulogne,200072882,CC,85,085,52,44582
CA Privas Centre Ardèche,200071413,CA,07,007,84,44708
CC Grand-Figeac,200067361,CC,"12,46","12,46",76,45101
CA du Pays de l'Or,243400470,CA,34,034,76,45153
CC Saône-Beaujolais,200067817,CC,69,069,84,45163
CC Saint-Marcellin Vercors Isère Communauté,200070431,CC,38,038,84,45420
CC Cœur et Coteaux du Comminges,200072643,CC,31,031,76,45436
CC Terres Touloises,200070563,CC,54,054,44,45492
CC du Pays Réuni d'Orange,248400236,CC,84,084,93,45602
CC Pays du Mont-Blanc,200034882,CC,74,074,84,45614
"CC de Granville,Terre et Mer",200042604,CC,50,050,28,45799
CC Châteaubriant-Derval,200072726,CC,44,044,52,45927
CC du Genevois,247400690,CC,74,074,84,46165
CC de l'Aire Cantilienne,246000764,CC,60,060,32,46243
CA Tulle Agglo,241927201,CA,19,019,75,46264
CC Sarrebourg Moselle Sud,200068146,CC,57,057,44,46404
CC Les Portes Briardes entre Villes et Forêts,200023125,CC,77,077,11,46670
CA de Chaumont,200068658,CA,52,052,44,46737
CC Causses et Vallée de la Dordogne,200066371,CC,46,046,76,46857
CC Cluses-Arve et Montagnes,200033116,CC,74,074,84,46892
CC Pontivy Communauté,245614433,CC,"22,56","22,56",53,47862
CC Challans-Gois Communauté,200071629,CC,85,085,52,47897
CA de la Région Dieppoise,247600786,CA,76,076,28,47954
CC Sèvre et Loire,200067866,CC,44,044,52,48191
CC Porte de Drômardèche,200040491,CC,"07,26","07,26",84,48473
CC du Canton d'Erstein,200067924,CC,67,067,44,48569
CC Sundgau,200066041,CC,68,068,44,48638
CC Val-de-Cher-Controis,200072064,CC,41,041,24,48826
CC Intercom de la Vire au Noireau,200068799,CC,14,014,28,49000
"CA Épernay,Coteaux et Plaine de Champagne",200067684,CA,51,051,44,49042
CA du Grand Villeneuvois,200023307,CA,47,047,75,49140
CC Mellois-en-Poitou,200069755,CC,79,079,75,49194
CA Provence-Alpes-Agglomération,200067437,CA,04,004,93,49212
CC du Grand Pic Saint-Loup,200022986,CC,34,034,76,49251
CC du Pays d'Iroise,242900074,CC,29,029,53,49278
CC du Pays de Mormal,200043321,CC,59,059,32,49292
CC des Portes Euréliennes d'Île-de-France,200069953,CC,28,028,24,49402
CC des Terres du Val de Loire,200070183,CC,"41,45","41,45",24,49476
"CC Terres-de-Montaigu,communauté de communes Montaigu-Rocheservière",200070233,CC,85,085,52,49626
CC du Pays de Landerneau-Daoulas,242900801,CC,29,029,53,49707
CC du Pays de Saint-Gilles-Croix-de-Vie,200023778,CC,85,085,52,49789
CA Annonay Rhône Agglo,200072015,CA,07,007,84,49887
CC des Sorgues du Comtat,248400293,CC,84,084,93,50051
CA de la Baie de Somme,200070993,CA,80,080,32,50089
CC Coutances Mer et Bocage,200067023,CC,50,050,28,50238
CA Val d'Europe Agglomération,247700339,CA,77,077,11,50523
CC du Pays de Lunel,243400520,CC,34,034,76,50694
CC Cœur d'Yvelines,247800618,CC,78,078,11,50894
CC du Centre-Ouest,200059871,CC,976,976,06,51449
CA Concarneau Cornouaille Agglomération,242900769,CA,29,029,53,51607
CA de l'Ouest Rhodanien,200040566,CA,69,069,84,51849
CC Rives de Moselle,200039949,CC,57,057,44,52358
CA Gap-Tallard-Durance,200067825,CA,"04,05","04,05",93,52404
CC Loudéac Communauté - Bretagne Centre,200067460,CC,22,022,53,52865
CC Loches Sud Touraine,200071587,CC,37,037,24,53241
"CA Beaune,Côte et Sud - Communauté Beaune-Chagny-Nolay",200006682,CA,"21,71","21,71",27,53243
CA GrandSoissons Agglomération,240200477,CA,02,002,32,53375
CC Touraine Vallée de l'Indre,200072650,CC,37,037,24,53476
CC Beaujolais Pierres Dorées,200040574,CC,69,069,84,53519
CC des Vals de Saintonge Communauté,200041689,CC,17,017,75,53790
CC Orne Lorraine Confluences,200070845,CC,54,054,44,53948
CA Saint-Avold Synergie,200067502,CA,57,057,44,54293
CA Les Sables d'Olonne Agglomération,200071165,CA,85,085,52,54453
CC du Pays Orne Moselle,245701271,CC,57,057,44,54462
CC des Hauts de Flandre,200040954,CC,59,059,32,54536
CA Étampois Sud-Essonne,200017846,CA,91,091,11,54934
CC de Lacq-Orthez,200039204,CC,64,064,75,54966
CA du Bassin d'Aurillac,241500230,CA,15,015,84,55265
CA Mont-de-Marsan Agglomération,244000808,CA,40,040,75,55340
CA de la Région de Château-Thierry,200072031,CA,02,002,32,55563
CC Inter-Caux-Vexin,200070449,CC,76,076,28,55625
CA Flers Agglo,200035814,CA,61,061,28,55640
CC Bièvre Isère,200059392,CC,38,038,84,55733
CA Territoires Vendômois,200072072,CA,41,041,24,55954
CA du Grand Dole,200010650,CA,39,039,27,56126
CA Luberon Monts de Vaucluse,200040442,CA,84,084,93,56254
"CC des Albères,de la Côte Vermeille et de l'Illibéris",200043602,CC,66,066,76,56280
CA Clisson Sèvre et Maine Agglo,200067635,CA,44,044,52,56317
CC Sud Vendée Littoral,200073260,CC,85,085,52,56340
CA Chauny-Tergnier-La Fère,200071785,CA,02,002,32,56718
CC Intercom Bernay Terres de Normandie,200066413,CC,27,027,28,56743
CC du Pays de Valois,246000871,CC,60,060,32,56882
CA Fougères Agglomération,200072452,CA,35,035,53,57038
CA Quimperlé Communauté,242900694,CA,29,029,53,57064
CA du Grand Dax,244000675,CA,40,040,75,57307
CA Pays d'Issoire,200070407,CA,63,063,84,57414
CC Loire Layon Aubance,200071553,CC,49,049,52,57455
CU d'Alençon,246100663,CU,"61,72","61,72","28,52",57975
CC du Golfe de Saint-Tropez,200036077,CC,83,083,93,58299
CA du Nord Grande Terre,200044691,CA,971,971,01,58504
CA Rodez Agglomération,241200187,CA,12,012,76,58742
CA Arche Agglo,200073096,CA,"07,26","07,26",84,58995
CA de Saint-Dizier Der et Blaise,200068666,CA,"51,52","51,52",44,59192
CA du Grand Sénonais,248900334,CA,89,089,27,60122
CA de Bastia,242000354,CA,2B,02B,94,60314
CA du Grand Nord de Mayotte,200060465,CA,976,976,06,60372
CA Terre de Provence,200035087,CA,13,013,93,60400
CC du Val d'Essonne (CCVE),249100546,CC,91,091,11,60942
