siren,nom,type,regcode,url-ptf,nb-ptf,url-datagouv,nb-datagouv,id-datagouv,id-ods,pop-insee,lat,long,merge,depcode,ptf,Techno (from Plateformes),Thématiques
240600585,CA SOPHIA ANTIPOLIS,CA,PAC-93,https://trouver.datasud.fr/organization/communaute-dagglomeration-sophia-antipolis,3.0,https://www.data.gouv.fr/fr/organizations/5a71cf5fc751df19bcdb5d11/,6.0,5a71cf5fc751df19bcdb5d11,,175868.0,,,ptf+datagouv,06,"Data Sud, DataGouv","CKAN, DataGouv",Transport
248300394,CA SUD-SAINTE BAUME,CA,PAC-93,,,https://www.data.gouv.fr/fr/organizations/62e23adfe9228bee8030c484/,2.0,62e23adfe9228bee8030c484,,61460.0,,,datagouv,83,DataGouv,DataGouv,Transport
200072072,CA TERRITOIRES VENDOMOIS,CA,CVL-24,,,https://www.data.gouv.fr/fr/organizations/5c067f178b4c410e40e88183/,1.0,5c067f178b4c410e40e88183,,57038.0,,,datagouv,41,DataGouv,DataGouv,Transport
245701222,CA VAL DE FENSCH,CA,GES-44,,,https://www.data.gouv.fr/fr/organizations/5d3193bb634f4103f485c9f9/,12.0,5d3193bb634f4103f485c9f9,,70268.0,,,datagouv,57,DataGouv,DataGouv,"Administratif, Citoyenneté, Education, Environnement, Equipements, Transport"
200035319,CA VAR ESTEREL MEDITERRANEE,CA,PAC-93,https://trouver.datasud.fr/dataset?_organization_limit=0&q=&organization=esterel-cote-dazur-agglomeration,8.0,https://www.data.gouv.fr/fr/organizations/5f57789537198fbe468ac537/,8.0,5f57789537198fbe468ac537,,111657.0,,,ptf+datagouv,83,"Data Sud, DataGouv","CKAN, DataGouv",Transport
248400053,CA VENTOUX COMTAT VENAISSIN,CA,PAC-93,https://trouver.datasud.fr/dataset?_organization_limit=0&q=&organization=communaute-dagglomeration-ventoux-comtat-venaissin,61.0,https://www.data.gouv.fr/fr/organizations/5c62d28e8b4c414299ae8286/,66.0,5c62d28e8b4c414299ae8286,,69203.0,,,ptf+datagouv,84,"Data Sud, DataGouv","CKAN, DataGouv","Culture, Economie, Transport, Equipements, Urbanisme, Administratif, Citoyenneté, Education"
247800584,CA VERSAILLES GRAND PARC,CA,IDF-11,https://vgp-esrifrance.opendata.arcgis.com/search,26.0,https://www.data.gouv.fr/fr/organizations/58c5a537c751df2fb0fde3c9/,39.0,58c5a537c751df2fb0fde3c9,,264484.0,,,ptf+datagouv,78,"CAVGP, DataGouv","ArcGIS, DataGouv","Administratif, Citoyenneté, Culture, Education, Environnement, Equipements, Transport, Urbanisme"
200077014,CA VIENNE CONDRIEU,CA,ARA-84,,,https://www.data.gouv.fr/fr/organizations/5f6af29ff7ae06ea64a234d1/,1.0,5f6af29ff7ae06ea64a234d1,,89522.0,,,datagouv,69,DataGouv,DataGouv,Transport
219400165,CACHAN,COM,IDF-11,https://cachan.opendatasoft.com/explore/?sort=explore.popularity_score&refine.publisher=Ville+de+Cachan,34.0,,,,Ville de Cachan,31069.0,48.7944,2.33425,ptf,94,Cachan,OpenDataSoft,"Administratif, Santé, Equipements, Citoyenneté, Environnement, Culture, Education, Social"
211401187,CAEN,COM,NOR-28,,,https://www.data.gouv.fr/fr/organizations/5d9b54b3634f4164bb0bec9d/,12.0,5d9b54b3634f4164bb0bec9d,,105354.0,49.181004,-0.369892,datagouv,14,DataGouv,DataGouv,"Administratif, Urbanisme, Citoyenneté"
221401185,CALVADOS,DEP,NOR-28,,,https://www.data.gouv.fr/fr/organizations/5bd96f848b4c415ecb7a9a8b/,104.0,5bd96f848b4c415ecb7a9a8b,,694002.0,,,datagouv,14,DataGouv,DataGouv,"Administratif, Citoyenneté, Urbanisme, Education, Culture, Environnement"
212200281,CAMLEZ,COM,BRE-53,https://data-catalogue.megalis.bretagne.bzh/fr/organizations/commune-de-camlez/,1.0,,,,,901.0,48.777795,-3.303685,ptf,22,Mégalis Bretagne,,Citoyenneté
215600305,CAMOEL,COM,BRE-53,https://capatlantique-loireatlantique.opendatasoft.com/explore/?refine.publisher=Camoël,2.0,,,,Camoël,988.0,47.4816,-2.39532,ptf,56,Cap Atlantique,OpenDataSoft,"Administratif, Citoyenneté"
214900540,CANDE,COM,PDL-52,https://www.opendata49.fr/index.php?id=38,0.0,,,,,2937.0,47.560021,-1.037734,ptf,49,,,"Administratif, Equipements, Environnement, Citoyenneté, Social, Transport"
221500010,CANTAL,DEP,ARA-84,,,https://www.data.gouv.fr/fr/organizations/534fff69a3a7292c64a77d94,5.0,534fff69a3a7292c64a77d94,,143627.0,,,datagouv,15,DataGouv,DataGouv,"Santé, Education, Social, Transport, Administratif"
216401661,CARO,COM,NAQ-75,,,https://www.data.gouv.fr/fr/organizations/5e6622e5634f417ab82d46ec/,2.0,5e6622e5634f417ab82d46ec,,64166.0,43.14725,-1.218058,datagouv,64,DataGouv,DataGouv,Equipements
218400315,CARPENTRAS,COM,PAC-93,,,https://www.data.gouv.fr/fr/organizations/6013c755e16a6b462648938f/,4.0,6013c755e16a6b462648938f,,28798.0,44.055404,5.048768,datagouv,84,DataGouv,DataGouv,Equipements
217801232,CARRIERES-SOUS-POISSY,COM,IDF-11,https://gpseo.opendatasoft.com/explore/?disjunctive.theme&sort=explore.popularity_score&refine.publisher=Commune+de+Carrières-sous-Poissy,6.0,,,,,16248.0,48.943769,2.034175,ptf,78,Grand Paris Seine & Oise,OpenDataSoft,"Administratif, Santé, Transport, Citoyenneté, Urbanisme"
213101132,CASTANET TOLOSAN,COM,OCC-76,https://data.haute-garonne.fr/pages/catalogue-conseil-departemental-hg/?disjunctive.contributeurs-institutionnels&disjunctive.contributeurs-territoriaux&q.custom=publisher:%22Conseil%2Bd%C3%A9partemental%2Bde%2Bla%2BHaute-Garonne%22%20%0A%20%20%20%20%20%20%20%20%20%20%20%20OR%20publisher:%22Conseil%2BD%C3%A9partemental%2Bde%2BHaute-Garonne%22%7D&refine.contributeurs-territoriaux=Commune%20de%20Castanet-Tolosan,2.0,,,,Castanet-Tolosan,12833.0,43.517214,1.49808,ptf,31,Haute-Garonne,OpenDataSoft,Citoyenneté
213101181,CASTELNAU D'ESTRETEFONDS,COM,OCC-76,https://data.haute-garonne.fr/pages/catalogue-conseil-departemental-hg/?disjunctive.contributeurs-institutionnels&disjunctive.contributeurs-territoriaux&q.custom=publisher:%22Conseil%2Bd%C3%A9partemental%2Bde%2Bla%2BHaute-Garonne%22%20%0A%20%20%20%20%20%20%20%20%20%20%20%20OR%20publisher:%22Conseil%2BD%C3%A9partemental%2Bde%2BHaute-Garonne%22%7D&refine.contributeurs-territoriaux=Commune%20de%20Castelnau-d%27Estr%C3%A9tefonds,1.0,,,,Commune de Castelnau-d'Estrétefonds,6334.0,43.78251,1.359089,ptf,31,Haute-Garonne,OpenDataSoft,Citoyenneté
213400575,CASTELNAU LE LEZ,COM,OCC-76,http://data.montpellier3m.fr/datasets/commune/castelnau-le-lez,30.0,,,,,19886.0,43.636014,3.900681,ptf,34,Montpellier3M,DKAN,"Urbanisme, Economie, Environnement, Transport, Equipements"
211100763,CASTELNAUDARY,COM,OCC-76,,,https://www.data.gouv.fr/fr/organizations/58d2805b88ee3830ab40dd02,13.0,58d2805b88ee3830ab40dd02,,11563.0,43.317984,1.952734,datagouv,11,DataGouv,DataGouv,"Administratif, Equipements, Environnement, Social, Santé, Transport"
213200900,CASTILLON-SAVES,COM,OCC-76,,,https://www.data.gouv.fr/fr/organizations/61bb41310391e630d8844a04/,1.0,61bb41310391e630d8844a04,,331.0,43.569638,0.985711,datagouv,32,DataGouv,DataGouv,Equipements
213400583,CASTRIES,COM,OCC-76,http://data.montpellier3m.fr/datasets/commune/castries,23.0,,,,,6162.0,43.678515,3.980702,ptf,34,Montpellier3M,DKAN,"Administratif, Environnement, Equipements, Social"
213101355,CAZERES SUR GARONNE,COM,OCC-76,https://data.haute-garonne.fr/pages/catalogue-conseil-departemental-hg/?disjunctive.contributeurs-institutionnels&disjunctive.contributeurs-territoriaux&q.custom=publisher:%22Conseil%2Bd%C3%A9partemental%2Bde%2Bla%2BHaute-Garonne%22%20%0A%20%20%20%20%20%20%20%20%20%20%20%20OR%20publisher:%22Conseil%2BD%C3%A9partemental%2Bde%2BHaute-Garonne%22%7D&refine.contributeurs-territoriaux=Commune%20de%20Caz%C3%A8res-sur-Garonne,2.0,,,,Commune de Cazères-sur-Garonne,4864.0,43.205679,1.086509,ptf,31,Haute-Garonne,OpenDataSoft,"Administratif, Citoyenneté"
243500659,CC  CHATEAUGIRON COMMUNAUTE,CC,BRE-53,,,https://www.data.gouv.fr/fr/organizations/communaute-de-communes-du-pays-de-chateaugiron/,3.0,,,26507.0,,,datagouv,35,DataGouv,DataGouv,Equipements
246500573,CC AURE ET LOURON,CC,OCC-76,https://opendata.ha-py.fr/pages/vallees-aure-louron/,1.0,,,,,12336.0,,,ptf,65,Hautes-Pyrénées,OpenDataSoft,Administratif
244900882,CC BAUGEOIS VALLEE,CC,PDL-52,,,https://www.data.gouv.fr/fr/organizations/communaute-de-communes-vallee-des-baux-alpilles/,4.0,5c06560f634f417ac74c46cc,,35372.0,,,datagouv,49,DataGouv,DataGouv,"Administratif, Citoyenneté, Urbanisme"
200066371,CC CAUSSES ET VALLEE DE LA DORDOGNE,CC,NAQ-75,,,https://www.data.gouv.fr/fr/organizations/5bb5cf6f634f413b3b296999/,2.0,5bb5cf6f634f413b3b296999,,45518.0,,,datagouv,46,DataGouv,DataGouv,Urbanisme
247600539,CC CAUX ESTUAIRE,CC,NOR-28,https://data.estuairedelaseine.fr,23.0,,,,,18315.0,,,ptf,76,Estuaire de la Seine,Spécifique,"Administratif, Citoyenneté, Environnement, Transport, Equipements, Education"
200067221,CC CENTRE MORBIHAN COMMUNAUTE,CC,BRE-53,https://data-catalogue.megalis.bretagne.bzh/fr/organizations/cc-centre-morbihan-communaute-1/,2.0,,,,,26821.0,,,ptf,56,Mégalis Bretagne,,"Administratif, Citoyenneté"
200072049,CC CHARENTE LIMOUSINE,CC,NAQ-75,,,https://www.data.gouv.fr/fr/organizations/communaute-de-communes-de-charente-limousine-1/,1.0,,,35378.0,,,datagouv,16,DataGouv,DataGouv,Equipements
200033116,CC CLUSES ARVE ET MONTAGNE,CC,ARA-84,,,https://www.data.gouv.fr/fr/organizations/5f5e6cf238617ce5be60d259/,1.0,5f5e6cf238617ce5be60d259,,44810.0,,,datagouv,74,DataGouv,DataGouv,Transport
241400415,CC COEUR COTE FLEURIE,CC,NOR-28,http://data.coeurcotefleurie.org/dataset,50.0,https://www.data.gouv.fr/fr/organizations/59f846d588ee380840aa2865/,49.0,59f846d588ee380840aa2865,,20997.0,,,ptf+datagouv,14,"Cœur Côte Fleurie, DataGouv","CKAN, DataGouv","Administratif, Citoyenneté, Culture, Education, Environnement, Equipements, Social, Transport, Urbanisme"
245901152,CC COEUR D'OSTREVENT,CC,HDF-32,,,https://www.data.gouv.fr/fr/organizations/5c937ac98b4c41415cbe68c8/,1.0,5c937ac98b4c41415cbe68c8,,72312.0,,,datagouv,59,DataGouv,DataGouv,Télécom
200068815,CC COEUR DE GARONNE,CC,OCC-76,https://data.haute-garonne.fr/pages/catalogue-conseil-departemental-hg/?disjunctive.contributeurs-institutionnels&disjunctive.contributeurs-territoriaux&q.custom=publisher:%22Conseil%2Bd%C3%A9partemental%2Bde%2Bla%2BHaute-Garonne%22%20%0A%20%20%20%20%20%20%20%20%20%20%20%20OR%20publisher:%22Conseil%2BD%C3%A9partemental%2Bde%2BHaute-Garonne%22%7D&refine.contributeurs-territoriaux=Communaut%C3%A9%20de%20communes%20Coeur%20de%20Garonne,1.0,,,,Communauté de Communes Coeur de Garonne,34626.0,,,ptf,31,Haute-Garonne,OpenDataSoft,
200072098,CC COMBRAILLES SIOULE ET MORGE,CC,ARA-84,http://opendata.auvergnerhonealpes.eu/7-les-donnees.htm?facet.provider[]=Communaut%C3%A9%20de%20Communes%20Manzat%20Communaut%C3%A9&from=0,0.0,,,,,18705.0,,,ptf,63,,,Administratif
200039204,CC DE LACQ-ORTHEZ,CC,NAQ-75,https://opendata.cc-lacqorthez.fr/explore/?sort=modified&refine.publisher=CCLO,14.0,https://www.data.gouv.fr/fr/organizations/5b5b157a88ee3872279077f8/,1.0,5b5b157a88ee3872279077f8,CCLO,53388.0,,,ptf+datagouv,64,"Lacq Orthez, DataGouv","OpenDataSoft, DataGouv","Administratif, Citoyenneté, Equipements, Environnement, Culture, Sport"
200041515,CC DU BASSIN DE PONT A MOUSSON,CC,GES-44,,,https://www.data.gouv.fr/fr/organizations/5c18eb5a634f41110ca05145/,1.0,5c18eb5a634f41110ca05145,,40753.0,,,datagouv,54,DataGouv,DataGouv,Transport
240500439,CC DU BRIANCONNAIS,CC,PAC-93,https://trouver.datasud.fr/organization/communaute-de-communes-du-brianconnais,1.0,https://www.data.gouv.fr/fr/organizations/60a3c21d90cf982bc6f80e8d/,1.0,60a3c21d90cf982bc6f80e8d,,20987.0,,,ptf+datagouv,05,"Data Sud, DataGouv","CKAN, DataGouv",Citoyenneté
200034957,CC DU FRONTONNAIS,CC,OCC-76,,,https://www.data.gouv.fr/fr/organizations/583ef3d9c751df6abcc0bb7e,1.0,583ef3d9c751df6abcc0bb7e,,25885.0,,,datagouv,31,DataGouv,DataGouv,"Environnement, Sport"
200070530,CC DU GRAND AUTUNOIS MORVAN,CC,BFC-27,,,https://www.data.gouv.fr/fr/organizations/5d9464d18b4c415c016f5611/,1.0,5d9464d18b4c415c016f5611,,36476.0,,,datagouv,71,DataGouv,DataGouv,Transport
240300491,CC DU PAYS DE LAPALISSE,CC,ARA-84,http://opendata.auvergnerhonealpes.eu/7-les-donnees.htm?facet.provider[]=Communaut%C3%A9%20de%20Communes%20du%20Pays%20de%20Lapalisse&from=0,0.0,,,,,8559.0,,,ptf,03,,,"Administratif, Finance"
200072080,CC DU PAYS DE SAINT ELOY,CC,ARA-84,http://opendata.auvergnerhonealpes.eu/7-les-donnees.htm?facet.provider[]=Communaut%C3%A9%20de%20Communes%20Coeur%20de%20Combrailles&from=0,0.0,,,,,16050.0,,,ptf,63,,,Administratif
241501139,CC DU PAYS DE SALERS,CC,ARA-84,http://opendata.auvergnerhonealpes.eu/7-les-donnees.htm?facet.provider[]=Communaut%C3%A9%20de%20Communes%20du%20Pays%20de%20Salers&from=0,0.0,,,,,8616.0,,,ptf,15,,,"Administratif, Transport, Tourisme, Environnement, Santé"
246900740,CC DU PAYS MORNANTAIS,CC,ARA-84,,,https://www.data.gouv.fr/fr/organizations/5bbdad47634f410fb7e37ca7/,9.0,5bbdad47634f410fb7e37ca7,,27926.0,,,datagouv,69,DataGouv,DataGouv,"Administratif, Citoyenneté, Equipements"
248400236,CC DU PAYS REUNI D'ORANGE,CC,PAC-93,https://trouver.datasud.fr/organization/communaute-de-communes-du-pays-reuni-dorange,32.0,https://www.data.gouv.fr/fr/organizations/5c49cbf88b4c417bb816ac00/,2.0,5c49cbf88b4c417bb816ac00,,44901.0,,,ptf+datagouv,84,"Data Sud, DataGouv","CKAN, DataGouv","Transport, Environnement, Economie, Urbanisme, Administratif, Equipements"
246000566,CC DU PLATEAU PICARD,CC,HDF-32,,,https://www.data.gouv.fr/fr/organizations/596c880888ee387e51f2c2f6/,1.0,596c880888ee387e51f2c2f6,,29149.0,,,datagouv,60,DataGouv,DataGouv,Citoyenneté
243500667,CC DU VAL D'ILLE AUBIGNE,CC,BRE-53,,,https://www.data.gouv.fr/fr/organizations/57daa20388ee385c305ff491,0.0,57daa20388ee385c305ff491,,34929.0,,,datagouv,35,DataGouv,DataGouv,"Urbanisme, Transport, Environnement, Equipements"
242600252,CC DU VAL DE DROME EN BIOVALLEE,CC,ARA-84,,,https://www.data.gouv.fr/fr/organizations/5dfcf3126f44410ff204c4a8/,1.0,5dfcf3126f44410ff204c4a8,,30844.0,,,datagouv,26,DataGouv,DataGouv,Transport
249100553,CC ENTRE JUINE ET RENARDE,CC,IDF-11,,,https://www.data.gouv.fr/fr/organizations/619f618f38e27e934733e60c/,3.0,619f618f38e27e934733e60c,,27521.0,,,datagouv,91,DataGouv,DataGouv,"Citoyenneté, Education"
200065894,CC FOREZ EST,CC,ARA-84,,,https://www.data.gouv.fr/fr/organizations/5d1dba2d634f41226ef05b97/,5.0,5d1dba2d634f41226ef05b97,,63656.0,,,datagouv,42,DataGouv,DataGouv,Administratif
242900561,CC HAUTE CORNOUAILLE,CC,BRE-53,,,https://www.data.gouv.fr/fr/organizations/60ba2f3eb3735a080f1fbda7/,18.0,60ba2f3eb3735a080f1fbda7,,14864.0,,,datagouv,29,DataGouv,DataGouv,Equipements
246500482,CC HAUTE-BIGORRE,CC,OCC-76,https://opendata.ha-py.fr/pages/haute-bigorre/,11.0,,,,,16640.0,,,ptf,65,Hautes-Pyrénées,OpenDataSoft,"Energie, Tourisme, Télécom, Santé, Administratif"
200066637,CC HAUTES TERRES COMMUNAUTE,CC,ARA-84,http://opendata.auvergnerhonealpes.eu/7-les-donnees.htm?facet.provider[]=Communaut%C3%A9%20de%20Communes%20du%20C%C3%A9zallier&from=0,0.0,,,,,11617.0,,,ptf,15,,,"Administratif, Citoyenneté, Education, Environnement, Santé"
200069086,CC LEFF ARMOR,CC,BRE-53,http://datarmor.cotesdarmor.fr/web/guest/donnees,5.0,,,,,31199.0,,,ptf,22,Dat'Armor,Hop'n Data,"Environnement, Equipements, Télécom, Culture, Citoyenneté, Transport, Economie"
244901013,CC LOIRE LAYON AUBANCE,CC,PDL-52,,,https://www.data.gouv.fr/fr/organizations/communaute-de-communes-loire-layon-aubance/,0.0,,,56389.0,,,datagouv,49,DataGouv,DataGouv,Equipements
200072676,CC MAINE SAOSNOIS,CC,PDL-52,,,https://www.data.gouv.fr/fr/organizations/63aeb9d225dd81d6b73957ae/,1.0,63aeb9d225dd81d6b73957ae,,27744.0,,,datagouv,72,DataGouv,DataGouv,Environnement
244000865,CC MAREMNE ADOUR COTE-SUD (CCMACS),CC,NAQ-75,https://www.pigma.org/portail/fr/recherche?responsibleParty.organisationName=CC%20DE%20MAREMNE%20ADOUR%20COTE%20SUD,5.0,https://www.data.gouv.fr/fr/organizations/5f59f13517dc4abadf30c8f8/,2.0,5f59f13517dc4abadf30c8f8,,66974.0,,,ptf+datagouv,40,"Portail PIGMA, DataGouv","Onegeo Suite, DataGouv","Administratif, Transport, Urbanisme"
247300452,CC MAURIENNE-GALIBIER,CC,ARA-84,,,https://www.data.gouv.fr/fr/organizations/619e41b57cc217f593cadcf9/,6.0,619e41b57cc217f593cadcf9,,5433.0,,,datagouv,73,DataGouv,DataGouv,"Administratif, Tourisme"
243500550,CC MONFORT COMMUNAUTE,CC,BRE-53,,,https://www.data.gouv.fr/fr/organizations/5b18fb70c751df1da631a2da/,4.0,5b18fb70c751df1da631a2da,,25337.0,,,datagouv,35,DataGouv,DataGouv,"Santé, Social, Economie"
200068559,CC OUEST VOSGIEN,CC,GES-44,,,https://www.data.gouv.fr/fr/organizations/6336be4a8704384bd173c17c/,1.0,6336be4a8704384bd173c17c,,23270.0,,,datagouv,88,DataGouv,DataGouv,Transport
200071967,CC PAYS D'EVIAN VALLEE D'ABONDANCE,CC,ARA-84,,,https://www.data.gouv.fr/fr/organizations/63b68eb2109ebaadc396978a/,1.0,63b68eb2109ebaadc396978a,,41642.0,,,datagouv,74,DataGouv,DataGouv,Transport
240300756,CC PAYS DE CHEVAGNES,CC,ARA-84,http://opendata.auvergnerhonealpes.eu/7-les-donnees.htm?facet.provider[]=Communauté%20de%20Communes%20du%20Pays%20de%20Chevagnes%20en%20Sologne&from=0&q=PAYS%20DE%20CHEVAGNES,0.0,,,,,5287.0,,,ptf,03,,,"Tourisme, Administratif, Citoyenneté, Education"
244700449,CC PAYS DE DURAS,CC,NAQ-75,,,https://www.data.gouv.fr/fr/organizations/62553c434a10223939790cfb/,1.0,62553c434a10223939790cfb,,5740.0,,,datagouv,47,DataGouv,DataGouv,Equipements
240400440,CC PAYS DE FORCALQUIER,CC,PAC-93,,,https://www.data.gouv.fr/fr/organizations/communaute-de-communes-du-pays-de-forcalquier-montagne-de-lure/,12.0,,,9442.0,,,datagouv,04,DataGouv,DataGouv,Equipements
248400319,CC PAYS DES SORGUES MONTS DE VAUCLUSE,CC,PAC-93,https://trouver.datasud.fr/dataset?organization=communaute-de-communes-pays-des-sorgues-monts-de-vaucluse&_organization_limit=0,7.0,,,,,33238.0,,,ptf,84,Data Sud,CKAN,"Tourisme, Economie, Equipements, Environnement"
246000897,CC PLAINE D'ESTREES,CC,HDF-32,,,https://www.data.gouv.fr/fr/organizations/602e2fe76c363d0d2fbeb016,6.0,602e2fe76c363d0d2fbeb016,,18169.0,,,,60,DataGouv,DataGouv,"Citoyenneté, Equipements"
200071199,CC PLAINE LIMAGNE,CC,ARA-84,http://opendata.auvergnerhonealpes.eu/7-les-donnees.htm?facet.provider[]=Communaut%C3%A9%20de%20Communes%20Limagne%20Bords%20Allier&from=0,0.0,,,,,21019.0,,,ptf,63,,,Administratif
200070787,CC PLATEAU DE LANNEMEZAN,CC,OCC-76,https://opendata.ha-py.fr/pages/plateau-de-lannemezan/,1.0,,,,,17942.0,,,ptf,65,Hautes-Pyrénées,OpenDataSoft,Administratif
242900744,CC POHER COMMUNAUTE,CC,BRE-53,http://datarmor.cotesdarmor.fr/web/guest/donnees,1.0,,,,,15597.0,,,ptf,22,Dat'Armor,Hop'n Data,"Administratif, Citoyenneté, Environnement, Culture, Education, Equipements, Social, Transport, Economie"
200068377,CC PORTE DES VOSGES MERIDIONALES,CC,GES-44,,,https://www.data.gouv.fr/fr/organizations/5d78beaf8b4c413699601db9/,2.0,5d78beaf8b4c413699601db9,,29826.0,,,datagouv,88,DataGouv,DataGouv,Administratif
200040491,CC PORTE DROME ARDECHE,CC,ARA-84,,,https://www.data.gouv.fr/fr/organizations/610cddff38e20290d3366665/,1.0,610cddff38e20290d3366665,,47239.0,,,datagouv,26,DataGouv,DataGouv,Equipements
200066884,CC QUERCY VERT AVEYRON,CC,OCC-76,,,https://www.data.gouv.fr/fr/organizations/5d838f9b6f444174735e1e0a/,2.0,5d838f9b6f444174735e1e0a,,21794.0,,,datagouv,82,DataGouv,DataGouv,Citoyenneté
242101509,CC RIVES DE SAONE,CC,BFC-27,,,https://www.data.gouv.fr/fr/organizations/63344fad8e6779c3c6976bb7/,1.0,63344fad8e6779c3c6976bb7,,20455.0,,,datagouv,21,DataGouv,DataGouv,Equipements
200027217,CC SARLAT PERIGORD NOIR,CC,NAQ-75,,,https://www.data.gouv.fr/fr/organizations/634037df8ad1a4d1c5cf230e/,1.0,634037df8ad1a4d1c5cf230e,,16085.0,,,datagouv,24,DataGouv,DataGouv,Environnement
200068146,CC SARREBOURG MOSELLE SUD,CC,GES-44,,,https://www.data.gouv.fr/fr/organizations/5bd9653a634f417672a9dd46/,1.0,5bd9653a634f417672a9dd46,,46194.0,,,datagouv,57,DataGouv,DataGouv,Télécom
248100158,CC SOR ET AGOUT,CC,OCC-76,,,https://www.data.gouv.fr/fr/organizations/61e698005a4a5ae66efc1c4c/,26.0,61e698005a4a5ae66efc1c4c,,22888.0,,,datagouv,81,DataGouv,DataGouv,Equipements
200040764,CC SUD CORSE,CC,COR-94,,,https://www.data.gouv.fr/fr/organizations/634d13c8b6a525e038687584/,1.0,634d13c8b6a525e038687584,,21000.0,,,datagouv,2B,DataGouv,DataGouv,Transport
248100745,CC THORE MONTAGNE NOIRE,CC,OCC-76,,,https://www.data.gouv.fr/fr/organizations/61e69959a61ea525fd7d740f/,9.0,61e69959a61ea525fd7d740f,,5056.0,,,datagouv,81,DataGouv,DataGouv,Equipements
243100773,CC VAL AIGO,CC,OCC-76,https://data.haute-garonne.fr/pages/catalogue-conseil-departemental-hg/?disjunctive.contributeurs-institutionnels&disjunctive.contributeurs-territoriaux&q.custom=publisher:%22Conseil%2Bd%C3%A9partemental%2Bde%2Bla%2BHaute-Garonne%22%20%0A%20%20%20%20%20%20%20%20%20%20%20%20OR%20publisher:%22Conseil%2BD%C3%A9partemental%2Bde%2BHaute-Garonne%22%7D&refine.contributeurs-territoriaux=Communaut%C3%A9%20de%20communes%20de%20Val%20A%C3%AFgo,1.0,,,,Communauté de Communes de Val Aïgo,17230.0,,,ptf,31,Haute-Garonne,OpenDataSoft,Citoyenneté
249100546,CC VAL D'ESSONNE,CC,IDF-11,,,https://www.data.gouv.fr/fr/organizations/611fa88c9aaa070c7fbdcfa0/,3.0,611fa88c9aaa070c7fbdcfa0,,60076.0,,,datagouv,91,DataGouv,DataGouv,Transport
200041465,CC VAL'EYRIEUX,CC,ARA-84,https://opendata.ardeche.fr/search/og_group_ref/67/type/dataset?sort_by=changed,0.0,,,,,12909.0,,,ptf,07,Ardèche,DKAN,Sport
241300375,CC VALLEE DES BAUX ALPILLES,CC,PAC-93,,,https://www.data.gouv.fr/fr/organizations/5bfbf1548b4c412a0cdc6c70/,4.0,5bfbf1548b4c412a0cdc6c70,,27744.0,,,datagouv,13,DataGouv,DataGouv,"Administratif, Citoyenneté, Urbanisme"
248300410,CC VALLEE DU GAPEAU,CC,PAC-93,,,https://www.data.gouv.fr/fr/organizations/6397003afc872ef8dde7450a/,1.0,6397003afc872ef8dde7450a,,32078.0,,,datagouv,83,DataGouv,DataGouv,Environnement
246900724,CC VALONS DU LYONNAIS,CC,ARA-84,,,https://www.data.gouv.fr/fr/organizations/60dc8c49be6f92671978f48e/,1.0,60dc8c49be6f92671978f48e,,30940.0,,,datagouv,69,DataGouv,DataGouv,Equipements
247600588,CC VILLES SOEURS,CC,NOR-28,,,https://www.data.gouv.fr/fr/organizations/602e437f956f98e9080c7725/,1.0,602e437f956f98e9080c7725,,36512.0,,,datagouv,76,DataGouv,DataGouv,Tourisme
200034718,CC VITRY CHAMPAGNE ET DER,CC,GES-44,,,https://www.data.gouv.fr/fr/organizations/5a32371888ee387affdaa88d/,1.0,5a32371888ee387affdaa88d,,25510.0,,,datagouv,51,DataGouv,DataGouv,Urbanisme
243100658,CC VOLVESTRE,CC,OCC-76,https://data.haute-garonne.fr/pages/catalogue-conseil-departemental-hg/?disjunctive.contributeurs-institutionnels&disjunctive.contributeurs-territoriaux&q.custom=publisher:%22Conseil%2Bd%C3%A9partemental%2Bde%2Bla%2BHaute-Garonne%22%20%0A%20%20%20%20%20%20%20%20%20%20%20%20OR%20publisher:%22Conseil%2BD%C3%A9partemental%2Bde%2BHaute-Garonne%22%7D&refine.contributeurs-territoriaux=Communaut%C3%A9%20de%20communes%20du%20Volvestre,2.0,,,,Communauté de Communes du Volvestre,29757.0,,,ptf,31,Haute-Garonne,OpenDataSoft,Citoyenneté
247600620,CC YVETOT NORMANDIE,CC,NOR-28,,,https://www.data.gouv.fr/fr/organizations/62e8d9bc5faa45fcd4207158/,1.0,62e8d9bc5faa45fcd4207158,,26221.0,,,datagouv,76,DataGouv,DataGouv,Economie
263300626,CCAS BORDEAUX,AGCT,NAQ-75,https://opendata.bordeaux-metropole.fr/explore/?disjunctive.publisher&disjunctive.frequence&disjunctive.territoire&sort=title&refine.publisher=CCAS+de+la+ville+de+Bordeaux,5.0,,,,CCAS de la ville de Bordeaux,,44.836599,-0.56919,ptf,33,Bordeaux Métropole,OpenDataSoft,"Administratif, Citoyenneté, Equipements"
210500260,CEILLAC,COM,PAC-93,,,https://www.data.gouv.fr/fr/organizations/6164584224fc25d18e1666ec/,1.0,6164584224fc25d18e1666ec,,294.0,44.668328,6.778012,datagouv,05,DataGouv,DataGouv,Equipements
