ndeg_siren,adresse,identifiant_unique,montant_subvention,gestion,beneficiaire
42247205000026.0,1 RUE EMILE FONTAINE SAULX LES CHARTREUX,1854,10500.0,Région IDF,ASSOCIATION ANIMAKT
77568497000384.0,1 RUE EMMANUEL CHAUVIERE PARIS,1863,8405.06,Région IDF,ASSOCIATION AURORE
402484307.0,36 RUE DU SENTIER 75002 PARIS,1899,79658.33,ASP,ASSOCIATION DE FORMATION COIFFURE ILE DE FRANCE
44435625700014.0,21  RUE JULES GENOVESI SAINT DENIS,1935,600.0,Région IDF,ASSOCIATION DU QUARTIER PLEYEL
50876398400020.0,4 RUE DES ARENES PARIS,1947,10000.0,Région IDF,ASSOCIATION ENDAT
39924109000063.0,855 AVENUE ROGER SALENGRO CHAVILLE,1956,5061.82,Région IDF,ASSOCIATION ESPACES
39924109000063.0,855 AVENUE ROGER SALENGRO CHAVILLE,1961,24301.5,Région IDF,ASSOCIATION ESPACES
39924109000063.0,855 AVENUE ROGER SALENGRO CHAVILLE,1963,8689.72,Région IDF,ASSOCIATION ESPACES
39924109000063.0,855 AVENUE ROGER SALENGRO CHAVILLE,1964,24603.04,Région IDF,ASSOCIATION ESPACES
39924109000063.0,855 AVENUE ROGER SALENGRO CHAVILLE,1968,6915.0,Région IDF,ASSOCIATION ESPACES
32585882700059.0,14 ALL  ATHALIE NOISIEL,1976,6900.0,Région IDF,ASSOCIATION FA 7
52381710400012.0,AERODROME DE CERNY LA FERTE-ALAIS,1981,14335.02,Région IDF,ASSOCIATION FORTERESSE TOUJOURS VOLANTE
45239764900057.0,1 PASSAGE DE L'AVENIR AUBERVILLIERS,1990,4224.0,Région IDF,ASSOCIATION FRERES POUSSIERE
77566395800046.0,AV  BERNARD HIRSCH   BP 105 CERGY PONTOISE CEDEX,1996,13500.0,Région IDF,ASSOCIATION GROUPE ESSEC
43971673900016.0,3   AV  MAXIMILIEN ROBESPIERRE VITRY SUR SEINE,2010,6000.0,Région IDF,ASSOCIATION INDEPEN DANSE
43971673900016.0,3   AV  MAXIMILIEN ROBESPIERRE VITRY SUR SEINE,2011,1500.0,Région IDF,ASSOCIATION INDEPEN DANSE
38759935000056.0,7 ALLEE NEWTON CHAMPS S/MARNE,2016,3040.0,Région IDF,ASSOCIATION INGENIEURS 2000
78413048600037.0,RTE DE LA PYRAMIDE PARIS,2039,14400.0,Région IDF,ASSOCIATION L AQUARIUM
324500719.0,108  RUE DU CHEVALERET 75013 PARIS,2049,26083.3,ASP,ASSOCIATION LA MAISON OUVERTE
48423619500018.0,DOMAINE DE VILLARCEAUX CHAUSSY,2056,57500.0,Région IDF,ASSOCIATION LA SOURCE VILLARCEAUX
77567826100113.0,64 BOULEVARD DE REUILLY PARIS,2066,698562.13,Région IDF,ASSOCIATION LE REFUGE DES CHEMINOTS
32238805900089.0,RUE NIEPCE VAUX-LE-PENIL,2068,4616.0,Région IDF,ASSOCIATION LES AMIS DE GERMENOY
45087444100030.0,15 RUE DES FETES PARIS,2072,2000.0,Région IDF,ASSOCIATION LES PETITS RIENS
30374315700024.0,378 RUE GABRIEL PERI COLOMBES,2073,668.57,Région IDF,ASSOCIATION LES QUATRE CHEMINS
32186329200033.0,10 RUE DU MARECHAL KOENIG VERNEUIL SUR SEINE,2076,1800.0,Région IDF,ASSOCIATION LES VERNES
394687149.0,LE MOULIN DE LA PLANCHE 45 ROUTE DE SACLAS 91150 ORMOY-LA-RIVIERE,2084,66703.98,ASP,ASSOCIATION MAISON FAMILIALE RURALE DU MOULIN DE L
52990406200013.0,7 PLACE DE LA REPUBLIQUE CERGY,2085,16690.36,Région IDF,ASSOCIATION MANGEUR D'OGRES
52990406200013.0,7 PLACE DE LA REPUBLIQUE CERGY,2086,20000.0,Région IDF,ASSOCIATION MANGEUR D'OGRES
45245491100010.0,12 RUE ROGER CLAVIER FLEURY-MEROGIS,2088,8013.2,Région IDF,ASSOCIATION MARIE FRANCE AZIZ
53745265800017.0,75 AV DE LA MARNE EPINAY-SUR-SEINE,2092,5000.0,Région IDF,ASSOCIATION MIROIR
52023867600016.0,23 QUAI VOLTAIRE PARIS,2106,6793.82,Région IDF,ASSOCIATION OLD UP
42079681500025.0,42 RUE DU CHEMIN VERT EZANVILLE,2128,2008.0,Région IDF,ASSOCIATION PLAINE DE VIE
42079681500025.0,42 RUE DU CHEMIN VERT EZANVILLE,2130,21716.0,Région IDF,ASSOCIATION PLAINE DE VIE
45254442200010.0,92 RUE DU DOCTEUR BAUER SAINT-OUEN,2154,9931.52,Région IDF,ASSOCIATION RED STAR FC 93 RED STAR FOOTBALL CLUB 93
45254442200010.0,92 RUE DU DOCTEUR BAUER SAINT-OUEN,2155,4772.24,Région IDF,ASSOCIATION RED STAR FC 93 RED STAR FOOTBALL CLUB 93
44309842100029.0,14 PASSAGE GOIX PARIS,2167,2658.02,Région IDF,ASSOCIATION RELAIS HABITAT
75114977400018.0,5 RUE GUY DE MAUPASSANT RUEIL-MALMAISON,2175,2000.0,Région IDF,ASSOCIATION RONIN
41406570600031.0,18 AVENUE HENRI BARBUSSE VITRY-SUR-SEINE,2178,787.26,Région IDF,ASSOCIATION SAVOIR APPRENDRE EXPLORADOME
43469648000012.0,165 AVENUE PASTEUR BAGNOLET,2203,21000.0,Région IDF,ASSOCIATION THEATRE LE SAMOVAR
78564679500027.0,13 BIS RUE D'AVRON VILLEMOMBLE,2222,10000.0,Région IDF,ASSOCIATION VILLEMOMBLE SPORTS
51814968700015.0,136 RUE DE MITRY AULNAY SOUS BOIS,2224,900.0,Région IDF,ASSOCIATION VOILLAUME
50075994900018.0,8   RUE DES VERTUGADINS MEUDON,2237,200000.0,Région IDF,ASTECH PARIS REGION ASSO
50075994900018.0,8   RUE DES VERTUGADINS MEUDON,2238,44000.0,Région IDF,ASTECH PARIS REGION ASSO
32810007800042.0,75 RUE DE L'AMIRAL MOUCHEZ PARIS,2242,2672.0,Région IDF,ASTS  ASS SCIENCE TECHNOLOGIE & SOCIETE
52797788800017.0,26 RUE JEAN ROSTAND ORSAY,2273,22027.08,Région IDF,ATEPS AGENCE TERRITORIALE DE L'ENERGIE DU PLATEAU DE SACLAY
49294098600010.0,8   RUE CESAR FRANCK PARIS 15,2275,11040.57,Région IDF,ATES ASS TOURISME EQUITABLE ET SOLIDAIRE
33877188400057.0,5 RUE LOUIS BLANC PARIS,2279,10000.0,Région IDF,ATF - ASSOCIATION DES TUNISIENS EN FRANCE
30544747600022.0,6 ALLEE DU QUEBEC MASSY,2291,45000.0,Région IDF,ATMAC ASS TECH MASS ACTI ON CULT
32697828500053.0,43  GAL ROUGET DE L'ISLE CHOISY LE ROI,2306,15000.0,Région IDF,AU FIL DE L'EAU
388562936.0,23 VOIE DES GOUTTINS 91530 VAL-SAINT-GERMAIN,2309,2500.02,ASP,AU PETIT SATURNIN
30975534600033.0,18  RUE DE LA BASTIDE   BP 88291 CERGY PONTOISE CEDEX,2330,22500.0,Région IDF,AVEC - AGIR PR LA VALORI SATION EMPLOI COMPETENCES
44881335200011.0,47  AV  DE LA FORET NOIRE STRASBOURG,2343,5000.0,Région IDF,BABEL INTERNATIONAL
39443072200014.0,12  PLACE  DU TRIDENT CHANTELOUP LES VIGNES,2344,7200.0,Région IDF,BABY LOUP
47994311000011.0,38  RUE DE LA CROIX NIVERT PARIS 15,2348,8252.0,Région IDF,BAISSER LES BARRIERES
42449813700035.0,44 RUE JEAN-JACQUES-ROUSSEAU IVRY S/SEINE,2371,459.39,Région IDF,BERGERS EN SCENE
48957504300026.0,9 ESPLANADE PIERRE VIDAL NAQUET PARIS,2376,11767.1,Région IDF,BETONSALON
39513185700033.0,47 BIS RUE EDOUARD VAILLANT MONTREUIL,2394,22795.2,Région IDF,BIORYTHME
51342244400010.0,36 RUE DU MINOTAURE GRIGNY,2405,3996.54,Région IDF,BLOCK OUT MUSIC
481983526.0,32 RUE GANDON 75013 PARIS,2407,15000.0,ASP,BLUE ENERGY FRANCE
49786728300010.0,37-39 RUE ROGER SALENGRO BONDY,2416,11661.62,Région IDF,BONDY BLOG
32250551200044.0,18  RUE DU FAUBOURG DU TEMPLE PARIS 11,2436,2000.0,Région IDF,BOUTIQUES DE GESTION PARIS IDF
32250551200044.0,18  RUE DU FAUBOURG DU TEMPLE PARIS 11,2452,32500.0,Région IDF,BOUTIQUES DE GESTION PARIS IDF
485283089.0,PLACE DE LA LIBERATION 91640 BRIIS-SOUS-FORGES,2454,15000.0,ASP,BRIIS ANIM ACTION
77566214100081.0,10  RUE DU DEBARCADERE PARIS,2470,1050.0,Région IDF,BTP CFA ILE DE FRANCE
77566214100081.0,10  RUE DU DEBARCADERE PARIS,2479,71680.0,Région IDF,BTP CFA ILE DE FRANCE
77566214100081.0,10  RUE DU DEBARCADERE PARIS,2497,11294.0,Région IDF,BTP CFA ILE DE FRANCE
77566214100081.0,10  RUE DU DEBARCADERE PARIS,2503,228000.0,Région IDF,BTP CFA ILE DE FRANCE
77566214100081.0,10  RUE DU DEBARCADERE PARIS,2506,297133.0,Région IDF,BTP CFA ILE DE FRANCE
77566214100081.0,10  RUE DU DEBARCADERE PARIS,2509,40875.0,Région IDF,BTP CFA ILE DE FRANCE
44130529900014.0,1 ALLEE DES CHARMILLES AULNAY-SOUS-BOIS,2518,3946.59,Région IDF,C2DI93
42907978300016.0,25  RUE DEFARCIEUX PARIS 14,2530,12000.0,Région IDF,CADECSIF COORD ASS DEVEL ECONO CULT SOCIALE IDF
51960240300015.0,50 RUE DE LA GOUTTE D OR PARIS,2531,15000.0,Région IDF,CADERKAF COORDINATION DES ASSOCIATIONS DE DEVELOPPEMENT DES CERCLES DE LA REGION DE KAYES EN FRANCE
77573627500014.0,47 QUAI LOUIS FERBER BRY-SUR-MARNE,2571,8000.0,Région IDF,CANOE KAYAK CLUB DE FRANCE
48974929100022.0,74 RUE DU FAUBOURG SAINT ANTOINE PARIS,2583,34423.45,Région IDF,CAP DIGITAL IMVN
48974929100022.0,74 RUE DU FAUBOURG SAINT ANTOINE PARIS,2584,20942.59,Région IDF,CAP DIGITAL IMVN
43367170800025.0,29 BD BRUNE PARIS 14,2596,1200.0,Région IDF,CARREFOUR 14
31872104000042.0,36 RUE EDMOND NOCARD MAISONS-ALFORT,2605,31944.03,Région IDF,CAUE 94  CONSEIL ARCHIT URBA & ENVIRONNEMENT 94
431947738.0,53 RU DU GENERAL LECLERC 94270 KREMLIN-BICETRE,2606,15000.0,ASP,CBF 451
78091321600021.0,RPT DE LA LIBERTE ST LO,2616,4000.0,Région IDF,CDT COMITE DEPARTEMENTAL TOURISME MANCHE
39326821400011.0,22 RUE D ANJOU PARIS 08,2622,108252.97,Région IDF,CEFAA  CTRE FORM ALTERN APPREN INDUS HOTELTOURI
40900342300038.0,93 BD DE LA SEINE NANTERRE,2637,11200.0,Région IDF,CEFIPA CTRE FORMAT INGENIEURS PAR L ALTERNANCE
785466152.0,23 QUAI D ASNIERES 92390 VILLENEUVE-LA-GARENNE,2663,5000.02,ASP,CENTRE CULTUREL MUNICIPAL MAX JUCLIER
34515164100015.0,4 PLACE DU LOUVRE PARIS,2682,15000.0,Région IDF,CENTRE DE FORMATION DE FOOTBALL DE PARIS
452428238.0,86 AV LENINE 94250 GENTILLY,2684,15000.0,ASP,CENTRE DE FORMATION FRANCILIEN
43949221600023.0,BD DE L ECOUTE S IL PLEUT EVRY,2687,7000.0,Région IDF,CENTRE DE RESSOURCES POLITIQUE DE LA VILLE EN ESSONNE
43949221600023.0,BD DE L ECOUTE S IL PLEUT EVRY,2690,10500.0,Région IDF,CENTRE DE RESSOURCES POLITIQUE DE LA VILLE EN ESSONNE
421194093.0,ALLEE MAURICE AUDIN 93390 CLICHY-SOUS-BOIS,2692,36333.28,ASP,CENTRE DE SANTE LES BOSQUETS
393268214.0,22 RUE D ANJOU 75008 PARIS,2698,74359.66,ASP,CENTRE EUROPEEN FORMATION ALTERNANCE  CEFAA
78528365600029.0,19 RUE HENRI POINCARE ASNIERES S/SEINE,2737,3320.0,Région IDF,CENTRE SOCIOCULTUREL LOUISE MICHEL
40173890100032.0,11  RUE DU FBG POISSONNIERE PARIS 09,2743,498600.0,Région IDF,CENTRES D'ACCUEIL REGIONAUX DU TOURISME
78449230800027.0,54 AVENUE DE LA REPUBLIQUE PARIS,2744,5592.04,Région IDF,CENTRES EDUCATIFS CHARLES PEGUY
40336697400018.0,9 PASSAGE RIMBAULT PARIS 14,2750,10000.0,Région IDF,CEPIJE CENTRE PAROISSIAL INITIATIVES JEUNESSE
33260408100056.0,85 BD SAINT MICHEL PARIS,2765,3750.0,Région IDF,CERAD SOUDANO SAHELIENNE
47954142700023.0,20  RUE DE LA ROCHEFOUCAULD PARIS,2773,8348.65,Région IDF,CERCLE DE LA LONGUE BOXE
420212003.0,30 RUE DU VIVIER 77124 CHAUCONIN NEUFMONTIERS,2776,23750.0,ASP,CERCLE NAUTIQUE MEAUX AVIRON
50368560400012.0,14 ROUTE DE LA MINIERE VERSAILLES,2777,29656.32,Région IDF,CEREMH CTRE RESSO INNOVAT MOBILITE HANDICAP
32745971500014.0,50  RUE DU MUGUET RAMBOUILLET,2779,1600.0,Région IDF,CERF CTRE ETUDE RAMBOUIL LET & SA FORET
34182077700033.0,2 RUE LACAZE PARIS 14,2780,2730.0,Région IDF,CERFAL CENTRE REGIONAL DE FORMATION MULTIPROFESSIONNEL
34182077700033.0,2 RUE LACAZE PARIS 14,2781,3129.6,Région IDF,CERFAL CENTRE REGIONAL DE FORMATION MULTIPROFESSIONNEL
34182077700033.0,2 RUE LACAZE PARIS 14,2793,4800.0,Région IDF,CERFAL CENTRE REGIONAL DE FORMATION MULTIPROFESSIONNEL
34182077700033.0,2 RUE LACAZE PARIS 14,2797,3150.0,Région IDF,CERFAL CENTRE REGIONAL DE FORMATION MULTIPROFESSIONNEL
31415201800037.0,52  RUE CHARLES TILLON AUBERVILLIERS,2812,1794.0,Région IDF,CERPE  CTRE ETUDE RECHER CHE PETITE ENFANCE
31415201800037.0,52  RUE CHARLES TILLON AUBERVILLIERS,2815,7200.0,Région IDF,CERPE  CTRE ETUDE RECHER CHE PETITE ENFANCE
48840184500018.0,10   RUE DU DEBARCADERE PARIS 17,2831,17268.0,Région IDF,CFA COUVERTURE PLOMBERIE
33287711700017.0,10 RUE DU DEBARCADERE PARIS 17 CEDEX,2837,910000.0,Région IDF,CFAEE CHAMBRE APPRENTISSAGE ELECTRICITE
33287711700017.0,10 RUE DU DEBARCADERE PARIS 17 CEDEX,2840,14729.64,Région IDF,CFAEE CHAMBRE APPRENTISSAGE ELECTRICITE
77572845400189.0,34  AV  CHARLES DE GAULLE NEUILLY SUR SEINE,2857,42560.0,Région IDF,CFAI AFORP FORMATION
77567164700011.0,102  RUE DU FG SAINT-HONORE PARIS 08,2899,45577.0,Région IDF,CHAM SYND COUTURE PARIS
332877117.0,10 RUE DE DEBARCADERE 75017 PARIS,2904,12040.05,ASP,CHAMBRE APPRENTISSAGE ELECTRICITE CAE
42143242800017.0,43 RUE DU GENERAL DE GAULLE LE TREMBLAY SUR MAULDRE,2933,16549.6,Région IDF,CHEP CENT HORTICOLE PRIVE ENSEIGNEMENT PROMOT LYCEE PRIVE
42143242800017.0,43 RUE DU GENERAL DE GAULLE LE TREMBLAY SUR MAULDRE,2934,13625.0,Région IDF,CHEP CENT HORTICOLE PRIVE ENSEIGNEMENT PROMOT LYCEE PRIVE
42348504400014.0,2 PLACE DU COLONEL FABIEN PARIS 19,3015,30048.04,Région IDF,CINE ARCHIVES
51439455000016.0,RUE DU CHEMIN VERT BOBIGNY,3017,12000.0,Région IDF,CINE-FESTIVALS
49359050900011.0,45 AVENUE DE LA MOTTE PICQUET PARIS 15,3020,5321.13,Région IDF,CINEMA POUR TOUS
326834454.0,52 RUE JOSEPH DE MAISTRE 75018 PARIS,3022,15000.0,ASP,CINEMA PUBLIC ASSOCIATION
42371739600018.0,1  PL  PIERRE MENDES-FRANCE ST OUEN L'AUMONE,3025,17566.44,Région IDF,CINEMAS DES DEUX RIVES
41199183900027.0,15  PL  JACQUES BREL RIS ORANGIS,3027,22785.47,Région IDF,CINESSONNE
43948197900029.0,20 RUE RODIER PARIS,3032,16500.0,Région IDF,CIRQUE ICI
34412889700024.0,29 RUE VOLTAIRE DRANCY,3040,60096.16,Région IDF,CITOYENNETE JEUNESSE SEINE SAINT-DENIS
77569461500011.0,59   RUE DE L'OURCQ PARIS 19,3054,57055.55,Région IDF,CLAIR LOGIS ILE DE FRANCE
330267410.0,67 RUE MARTRE 92110 CLICHY,3069,128989.43,ASP,CLICHY INSERT PROFESS JEUNES MISSION LOCALE DE CLI
32871316900022.0,7  ESP DES ABYMES CRETEIL,3073,22500.0,Région IDF,CLLAJ - AIFP MISSION LOCALE PLAINE CENTRALE DU VAL DE MARNE
429611452.0,6 RUE PRINCESSE 75006 PARIS,3077,10083.26,ASP,CLLAJ DE PARIS
40410307900012.0,24  RUE DU MARECHAL JOFFRE VERSAILLES,3079,9000.0,Région IDF,CLLAJ DE VERSAILLES ET DE SES ENVIRONS
39755058300041.0,25 AV P VAILLANT COUTURIER TRAPPES,3084,9000.0,Région IDF,CLLAJ SAINT-QUENTIN-EN-YVELINES ET COMMUNES AVOISINANTES
45016696200024.0,8 RUE SAINTE MARTHE PARIS,3087,20000.0,Région IDF,CLUB ACTION LABELS INDEPENDANTS FRANCAIS LE CALIF
379650096.0,PALAIS DES SPORTS RPT DES SEPTS MARES 78990 ELANCOURT,3097,2000.0,ASP,CLUB DE TENNIS DE TABLE D ELANCOURT
380258749.0,RUE LOUISON BOBET 93600 AULNAY-SOUS-BOIS,3099,19249.94,ASP,CLUB DE TENNIS LA ROSE DES VENTS
43539970400012.0,25 RUE DU MARECHAL FOCH VERSAILLES,3101,9271.5,Région IDF,CLUB DES CREATEURS ENT YVELINES VAL OISE
45153120600014.0,31 B AV DE L ARMEE LECLERC SAVIGNY-SUR-ORGE,3110,13000.0,Région IDF,CLUB OLYMPIQUE DE SAVIGNY BASE BALL
407874668.0,ROUTE DES NOURRICES 78850 THIVERVAL-GRIGNON,3130,10000.0,ASP,CNIM INSERTION
35118303300015.0,RTE DE NEMOURS MILLY LA FORET,3133,559.5,Région IDF,CNPMAI CONSERV NAT PLANTES MEDICINALES AROM INDUST
77568030900611.0,16 COUR SAINT-ELOI PARIS CEDEX 12,3136,389384.06,Région IDF,COALLIA
43244425500017.0,174  BD  DU MARECHAL JUIN MANTES LA JOLIE,3151,20000.0,Région IDF,COLLECTIF 12
43244425500017.0,174  BD  DU MARECHAL JUIN MANTES LA JOLIE,3152,2400.0,Région IDF,COLLECTIF 12
44415489200012.0,71 RUE ROBESPIERRE MONTREUIL,3165,9674.54,Région IDF,COLLECTIF JEUNE CINEMA
444154892.0,1 BOULEVARD DE STRASBOURG 75010 PARIS,3166,26666.64,ASP,COLLECTIF JEUNE CINEMA
48132735100021.0,86 AVENUE LENINE GENTILLY,3187,1778.03,Région IDF,COM REG IDF FED FRANC PENTATHLON MODERNE
44823865900024.0,39  RUE BARBES MONTROUGE,3190,27284.42,Région IDF,COM REG IDF KARATE ARTS MARTIAUX
43223118100046.0,12  ALLEE DES PETIT PAINS CERGY,3192,18000.0,Région IDF,COMBO 95
32499232000048.0,19  RUE DES MAZIERES EVRY CEDEX,3198,8400.0,Région IDF,COMI DEPT TOURISME 91
43935740100017.0,25 AVENUE DE LA PORTE DE CHATILLON PARIS 14,3208,117600.0,Région IDF,COMI JUDO IDF
42483246700015.0,6 RUE GUYNEMER LES LILAS,3224,66300.0,Région IDF,COMITE D'ILE DE FRANCE DE LUTTE
42483246700015.0,6 RUE GUYNEMER LES LILAS,3226,5500.0,Région IDF,COMITE D'ILE DE FRANCE DE LUTTE
42483246700015.0,6 RUE GUYNEMER LES LILAS,3228,5000.0,Région IDF,COMITE D'ILE DE FRANCE DE LUTTE
42134760000023.0,15 AVENUE DE MONTROUGE BOURG-LA-REINE,3233,40000.0,Région IDF,COMITE DE VOLLEY BALL DES HTS DE SEINE CD VOLLEY 92
330929282.0,117 RUE DU CHATEAU DES RENTIERS 75013 PARIS,3291,5000.0,ASP,COMITE PARISIEN DE BASKET BALL
400620910.0,15 PASSAGE SAINT SEBASTIEN 75011 PARIS,3300,5000.0,ASP,COMITE REGIONAL DE DANSE ILE DE FRANCE
41836047500028.0,47 QUAI LOUIS FERBER BRY-SUR-MARNE,3319,109081.77,Région IDF,COMITE REGIONAL ILE DE FRANCE DE CANOE KAYAK
441500741.0,3 RUE RECAMIER 75007 PARIS,3322,50783.62,ASP,COMITE REGIONAL UFOLEP
33267922400052.0,14  ALL ST JUST ST DENIS LA PLAINE,3360,28000.0,Région IDF,COMPAGNIE JOLIE MOME
38943016600030.0,24 BIS RUE DU GABON PARIS 12,3388,6000.0,Région IDF,COMPAGNIE PROGENITURE
75175905100012.0,28 RUE JOACHIM DU BELLAY ARCUEIL,3418,8100.0,Région IDF,CONFLUENCES CHANTIERS D'INSERTION
32079830900045.0,12  PL  AUGUSTE ROMAGNE CONFLANS STE HONORINE,3421,18249.0,Région IDF,CONSEIL ANIMATION VILLE CONFLANS
30941102300018.0,63 RUE DU 18 JUIN GAGNY,3423,6540.0,Région IDF,CONSEIL DE GESTION CENTRE SOCIOCULTUREL JACQUES PREVERT
30941102300018.0,63 RUE DU 18 JUIN GAGNY,3425,7290.0,Région IDF,CONSEIL DE GESTION CENTRE SOCIOCULTUREL JACQUES PREVERT
302696034.0,23 RUE DU GENERAL DE GAULLE 78560 PORT-MARLY,3429,305025.27,ASP,CONSTRUCTYS IDF GC
50335141300011.0,84  RUE  ST MARTIN PARIS 04,3430,5000.0,Région IDF,CONTACT PARIS ILE DE FRANCE
392215737.0,8 BIS QUAI D'AMSTERDAM 93220 PAVILLONS-SOUS-BOIS,3431,11249.94,ASP,CONTRASTE
40020765000047.0,17 RUE FROMENT PARIS,3439,6318.51,Région IDF,COORACE ILE-DE-FRANCE
31643058600040.0,MAISON DE L'OISEAU VAUJOURS,3452,2444.0,Région IDF,CORIF  CTRE ORNITHO IDF
31643058600040.0,MAISON DE L'OISEAU VAUJOURS,3456,8407.0,Région IDF,CORIF  CTRE ORNITHO IDF
41902631500012.0,10  PLACE  DU PARC AUX LIEVRES EVRY,3466,177.69,Région IDF,COUP DE POUCE GENERATION FEMMES
75035646100012.0,10 AVENUE DU CHATEAU VINCENNES,3471,11900.2,Région IDF,COWORK IN THE CITY
342607009.0,3 RUE FRANCOIS DEBERGUE 93100 MONTREUIL,3478,9166.67,ASP,CPLJ 93
432192581.0,CFM CPO A  BTP 13 RUE DENIS PAPIN 78190 TRAPPES,3481,62459.59,ASP,CPO A BTP
53268894200012.0,1 PLACE DE LA LIBERATION EPONE,3496,8188.09,Région IDF,CRARM CENTRE DE RECHERCHES ARCHEOLOGIQUES DE LA REGION MANTAISE
51307196900010.0,5 RUE HENRI DESBRUERES EVRY,3498,784306.9,Région IDF,CRCT CENTRE DE RECHERCHE CLINIQUE ET TRANSLATIONNELLE SUD-FRANCILIEN
40133787800029.0,44  RUE DE MONTMORENCY PARIS,3513,11400.0,Région IDF,CREATIVE CAMERA ALTERMEDIA
40133787800029.0,44  RUE DE MONTMORENCY PARIS,3514,2827.0,Région IDF,CREATIVE CAMERA ALTERMEDIA
784810111.0,102 C RUE AMELOT 75011 PARIS,3526,14000.0,ASP,CRESCENDO
47995371300019.0,4  RUE LEON SALAGNAC MALAKOFF,3543,4784.0,Région IDF,CRIFCO  COMI REG IDF CLUBS OMNISPORTS
35400068900035.0,"33, AVENUE DU MAINE PARIS 15 CEDEX",3547,1083900.0,Région IDF,CRIPS CENTRE REGIONAL D'INFORMATION ET DE PREVENTION DU SIDA
35400068900035.0,"33, AVENUE DU MAINE PARIS 15 CEDEX",3549,722600.0,Région IDF,CRIPS CENTRE REGIONAL D'INFORMATION ET DE PREVENTION DU SIDA
31806989500049.0,34 AV DE L'EUROPE COLOMBES,3569,1152.0,Région IDF,CSC EUROPE CENTRE SOCIAL ET CULTUREL EUROPE
519816425.0,201 AVENUE LAURENT CELY 92230 GENNEVILLIERS,3573,2000.0,ASP,CSMG RUGBY
51981642500010.0,201 AV LAURENT CELY GENNEVILLIERS,3574,18000.0,Région IDF,CSMG RUGBY CSM GENNEVILLIERS RUGBY
39108721000012.0,2 RUE RENE CASSIN MASSY,3599,10150.0,Région IDF,CTRE FORMAT APPRENTIS ASS INFORMATICIENS CFA DE L AFIA
39108721000012.0,2 RUE RENE CASSIN MASSY,3600,92391.2,Région IDF,CTRE FORMAT APPRENTIS ASS INFORMATICIENS CFA DE L AFIA
41378407500025.0,30  RTE DE LONGJUMEAU CHILLY MAZARIN CEDEX,3609,113230.0,Région IDF,CTRE GUSTAVE EIFFEL
45364493200015.0,RUE SAINT BLAISE PARIS,3633,10000.0,Région IDF,CULTURE XXI
523661932.0,46 BOULEVARD DES BATIGNOLES 75017 PARIS,3658,15000.0,ASP,DE SOUTIEN AUX AMOUREUX AU BAN PUBLIC
39039571300030.0,17 VOIE DE STALINGRAD NORD TRAPPES,3664,2946.99,Région IDF,DECLIC THEATRE
390395713.0,17 AVENUE STALINGRAD NORD 78190 TRAPPES,3668,30416.7,ASP,DECLIC THEATRE
48471349000015.0,11 AVENUE DU PRESIDENT ROOSEVELT FONTENAY-SOUS-BOIS,3678,21000.0,Région IDF,DES ORGANISMES VIVANTS
452822356.0,1 RUE KLEBER 93100 MONTREUIL,3685,11333.28,ASP,DESTINATION MONTREUIL OFFICE DE TOURISME
43368557500022.0,HOTEL DE VILLE MONTIGNY LE BRETONNEUX,3705,1600.0,Région IDF,DIRE - DEVELOPPEMENT IGNYMONTAIN DE RENCONTRE ET D'ENTRAIDE
43368557500022.0,HOTEL DE VILLE MONTIGNY LE BRETONNEUX,3706,12000.0,Région IDF,DIRE - DEVELOPPEMENT IGNYMONTAIN DE RENCONTRE ET D'ENTRAIDE
378060453.0,32 RUE DES AUBEPINES 77370 NANGIS,3715,30000.0,ASP,DOMICILE SERVICES DE SEINE ET MARNE
40276441900048.0,1 PASSAGE DU BUISSON SAINT-LOUIS PARIS,3720,6343.19,Région IDF,DROITS D'URGENCE
340157163.0,25 RUE MICHEL LE COMTE 75003 PARIS,3762,2500.0,ASP,ECLA THEATRE
49390266200011.0,48  BD  JOURDAN PARIS 14,3773,39100.0,Région IDF,ECOLE D ECONOMIE DE PARIS PARIS SCHOOLS OF ECONOMICS
49390266200011.0,48  BD  JOURDAN PARIS 14,3774,10000.0,Région IDF,ECOLE D ECONOMIE DE PARIS PARIS SCHOOLS OF ECONOMICS
325527935.0,14 RUE DES FOSSES SAINTE MARCEL 75005 PARIS,3780,1470.0,ASP,ECOLE DE FORMATION FUNERAIRE ALYCAMPS
78424186100011.0,4B RUE DES ROSIERS PARIS,3790,7601.0,Région IDF,ECOLE DE TRAVAIL ORT CTRE DE FORMATION D APPRENTIS
78424186100011.0,4B RUE DES ROSIERS PARIS,3794,13625.0,Région IDF,ECOLE DE TRAVAIL ORT CTRE DE FORMATION D APPRENTIS
30903277900022.0,2  RUE DE TORCY PARIS 18,3809,5760.0,Région IDF,ECOLE NORMALE SOCIALE
78558213100013.0,8 ALLEE DUGUESCLIN NOISY LE SEC,3834,4960.0,Région IDF,EINA LES ENFANTS INADAPTES DE NOISY LE SEC ET LEURS AMIS
32858158200025.0,AV  DU PARC CERGY,3835,7200.0,Région IDF,EISTI  ECOLE INT SCIENCE TRAITEMENT INFORMATION
32858158200025.0,AV  DU PARC CERGY,3836,168296.62,Région IDF,EISTI  ECOLE INT SCIENCE TRAITEMENT INFORMATION
